,행정구역,교원_1인당_학생수_유치원,교원_1인당_학생수_초등학교,교원_1인당_학생수_중학교,교원_1인당_학생수_고등학교,유치원_학급당 학생 수 (명),초등학교_학급당 학생 수 (명),중학교_학급당 학생 수 (명),고등학교_학급당 학생 수 (명),학교교과 교습학원 (개),평생직업 교육학원 (개),사설학원당 학생수 (명),유치원생 수,초등학생 수,종합병원,병원,의원,치과병(의)원,한방병원,한의원,인구 천명당 의료기관병상수(개),총병상수 (개),하수도보급률,상수도보급률,소멸위험지수,소멸위험등급
1313,경기도 군포시_2021,11,14,12,11,16,23,27,24,390,34,65,2543,13915,2,3,139,99,-,71,8.5,2280,99.8,100.0,0.9690601218265747,C
1314,경기도 의왕시_2021,10,14,12,9,15,23,26,21,173,10,70,1212,7294,-,1,64,50,-,29,12.8,2092,100.0,100.0,1.0300116374018002,C
1315,경기도 하남시_2021,12,17,13,9,16,26,28,23,388,15,76,2908,18476,-,8,188,95,2,73,6.6,2123,99.5,99.6,1.9718898827977416,D
1316,경기도 용인시_2021,13,16,14,12,17,25,30,28,1859,62,66,13828,68048,3,14,528,344,6,231,8.4,9057,92.9,99.5,1.3031268074521585,C
1317,경기도 이천시_2021,10,15,12,9,14,22,26,23,362,28,62,2050,12678,1,4,106,61,-,46,10.7,2393,92.4,95.2,1.1062158699991158,C
1318,경기도 안성시_2021,11,12,12,10,15,20,26,23,204,23,82,2252,10378,2,2,76,51,1,31,11.8,2231,77.7,93.1,0.640829074110837,C
1319,경기도 김포시_2021,13,17,14,12,18,25,31,28,845,39,67,10287,35537,2,16,229,153,7,102,8.8,4259,91.4,96.5,1.65619335876259,D
1320,경기도 화성시_2021,11,16,15,13,17,24,32,30,1569,62,72,17417,68101,3,14,406,248,8,158,6.4,5636,87.7,100.0,3.293369102808681,D
1321,경기도 광주시_2021,11,16,13,10,16,25,29,24,408,14,82,2615,20505,1,2,135,83,-,66,5.2,2001,96.8,93.0,1.1683420914516256,C
1322,경기도 여주시_2021,9,11,9,8,12,18,24,19,113,7,70,996,5178,-,2,52,32,1,27,18.6,2085,83.7,91.5,0.3427358695322193,B
1323,경기도 양평군_2021,8,11,8,7,10,18,21,20,97,7,70,525,5036,-,2,47,29,1,31,11.3,1371,79.2,81.3,0.3706407531898126,B
1324,경기도 의정부시_2021,10,16,13,10,16,24,27,23,672,40,59,4395,22279,5,13,278,157,6,96,13.4,6202,99.0,99.4,0.9463829751690752,C
1325,경기도 동두천시_2021,8,15,12,8,11,22,24,18,87,5,69,418,4618,-,1,41,26,-,16,25.1,2349,98.9,97.7,0.3878662117502251,B
1326,경기도 고양시_2021,11,16,13,10,16,24,28,24,1873,130,54,12656,54368,6,20,601,324,4,281,12.1,13029,93.0,99.8,1.163239238471268,C
1327,경기도 구리시_2021,11,15,13,10,16,24,28,24,357,18,51,1868,9562,1,8,150,99,2,71,13.5,2590,99.6,100.0,0.8953495865971033,C
1328,경기도 남양주시_2021,11,16,13,11,16,24,29,25,1047,32,73,9352,44845,3,13,323,206,3,145,8.5,6268,96.0,97.7,1.256265471724442,C
1329,경기도 파주시_2021,12,15,14,12,17,23,30,27,621,41,80,6486,29914,1,13,190,122,2,87,10.9,5248,94.2,99.1,1.3354742783611782,D
1330,경기도 양주시_2021,10,14,14,11,15,22,28,27,263,15,96,2764,14037,-,5,92,54,1,31,13.4,3156,96.4,98.2,0.9369358343692736,C
1331,경기도 포천시_2021,10,10,9,8,13,17,22,19,111,13,100,951,6007,2,2,61,39,-,22,11.4,1693,85.6,90.9,0.4509316345762748,B
1332,경기도 연천군_2021,9,8,6,6,12,13,19,15,33,0,99,358,1695,-,-,13,12,-,7,7.8,333,72.5,97.9,0.0689623991222126,A
1333,경기도 가평군_2021,7,10,9,7,9,15,22,19,21,4,223,239,2345,-,3,25,18,1,14,13.7,855,82.8,54.1,0.2185898650899876,B
1334,강원특별자치도 춘천시_2021,10,13,11,10,17,20,25,25,399,41,61,2882,14834,2,3,3,166,89,1,14.9,4246,95.5,98.2,0.6213073145753755,C
1335,강원특별자치도 원주시_2021,11,13,11,11,16,20,25,26,552,62,57,4293,19476,2,17,17,210,106,3,15,5354,91.3,95.6,0.8997213984987583,C
1336,강원특별자치도 강릉시_2021,9,12,12,9,15,18,26,22,374,46,46,1517,9526,4,3,3,114,62,1,12.4,2648,92.3,95.5,0.343882564347157,B
1337,강원특별자치도 동해시_2021,11,13,10,9,15,20,23,21,121,18,69,1026,4844,1,2,2,52,28,-,14.5,1305,98.4,99.6,0.3143521951171364,B
1338,강원특별자치도 태백시_2021,5,9,8,7,9,15,22,20,48,8,79,195,2008,1,1,1,23,9,-,9.7,395,82.0,97.8,0.0,A
1339,강원특별자치도 속초시_2021,11,13,12,10,18,20,25,23,106,8,76,491,3882,2,3,3,120,33,-,10.3,853,99.5,99.7,0.415040722369389,B
1340,강원특별자치도 삼척시_2021,9,9,6,6,14,14,16,18,57,7,80,669,2587,1,1,1,27,12,-,6.5,412,89.3,91.1,0.0094977844504561,A
1341,강원특별자치도 홍천군_2021,7,6,7,8,11,11,19,22,69,5,70,523,2500,1,1,1,30,17,-,10.5,717,78.6,79.7,0.1043551384580891,A
1342,강원특별자치도 횡성군_2021,7,7,5,7,11,11,13,18,40,0,72,245,1528,-,1,1,13,8,-,4.3,199,70.2,88.6,0.1893450896104346,B
1343,강원특별자치도 영월군_2021,6,6,4,5,8,11,11,16,35,1,59,199,1212,1,1,1,11,6,-,8.5,322,78.8,78.7,0.0677293519163422,A
1344,강원특별자치도 평창군_2021,7,6,6,6,9,10,17,17,29,1,94,205,1361,-,-,-,15,12,-,3.9,161,82.0,82.4,0.0488044390444698,A
1345,강원특별자치도 정선군_2021,5,6,6,5,8,10,15,15,20,0,125,206,1341,-,-,-,17,5,-,5.6,199,90.1,81.1,0.0,A
1346,강원특별자치도 철원군_2021,8,8,9,7,14,13,21,19,49,2,79,283,1958,-,1,1,18,9,-,7.7,334,83.0,93.4,0.0,A
1347,강원특별자치도 화천군_2021,6,6,6,6,8,10,17,18,19,0,95,204,1016,-,-,-,7,5,-,1.8,43,72.1,68.2,0.0568824147472618,A
1348,강원특별자치도 양구군_2021,8,6,6,8,11,11,15,19,18,0,104,153,973,-,2,2,5,5,-,7.7,168,89.2,80.7,0.0818977107734887,A
1349,강원특별자치도 인제군_2021,6,7,6,6,10,12,17,17,24,1,106,278,1420,-,1,1,4,7,-,4.3,138,83.9,85.5,0.3645568614440915,B
1350,강원특별자치도 고성군_2021,7,6,5,5,10,10,13,16,11,0,139,133,965,-,-,-,6,5,-,-,-,88.8,89.9,0.2820222751882398,B
1351,강원특별자치도 양양군_2021,6,6,7,8,9,10,17,21,16,1,116,182,942,-,-,-,6,4,-,-,-,83.7,92.8,0.1499389178038183,A
1352,경상남도 창원시_2021,11,14,12,9,19,22,25,22,1779,180,52,14996,58133,10,43,563,338,8,283,20.1,20750,96.6,98.8,0.7531439497339932,C
1353,경상남도 진주시_2021,10,14,11,8,18,21,24,21,807,69,35,4110,20105,4,14,209,116,2,96,19.1,6638,93.8,100.0,0.5842355450341794,B
1354,경상남도 통영시_2021,9,13,10,10,16,20,22,23,209,11,60,1267,7736,1,6,73,33,1,25,16.4,2057,87.2,98.6,0.1588017265683122,B
1355,경상남도 사천시_2021,9,12,10,7,13,20,22,18,186,14,43,733,5980,-,4,51,35,-,29,28.8,3172,96.0,97.4,0.21528345269947,B
1356,경상남도 김해시_2021,12,15,13,11,20,22,27,28,1043,83,60,8414,35114,5,23,232,143,4,109,20.5,11013,99.6,98.6,1.4054465633120647,D
1357,경상남도 밀양시_2021,9,10,10,8,15,17,24,20,134,7,44,890,3899,-,8,46,26,1,24,19.9,2061,84.6,87.4,0.0833262320188591,A
1358,경상남도 거제시_2021,11,15,13,12,19,22,26,29,400,29,73,4682,18679,3,7,97,58,-,41,9.5,2283,86.2,98.1,1.2819055036326488,C
1359,경상남도 양산시_2021,11,15,13,12,19,22,28,30,559,38,62,7374,22471,3,10,178,89,3,80,22.5,7972,98.6,98.4,1.0123034546810674,C
1360,경상남도 의령군_2021,6,4,6,5,10,8,16,16,16,0,66,158,705,-,1,10,5,-,6,22,578,67.2,77.5,0.0299300569849116,A
1361,경상남도 함안군_2021,9,10,11,8,14,16,22,21,71,1,65,562,3269,-,3,24,14,-,12,24.5,1535,67.9,98.2,0.0,A
1362,경상남도 창녕군_2021,8,8,7,6,12,13,18,17,47,3,60,391,2200,-,2,32,13,-,12,39.2,2355,78.6,99.8,0.0060943085652085,A
1363,경상남도 고성군_2021,4,7,7,8,7,13,18,18,63,1,52,173,2091,-,2,18,11,-,11,19.4,978,70.5,81.5,0.0280918777388927,A
1364,경상남도 남해군_2021,6,6,6,8,11,11,17,18,41,2,52,193,1246,-,1,24,9,-,10,7.2,305,81.2,77.9,0.0426918341066852,A
1365,경상남도 하동군_2021,4,6,5,6,6,10,16,16,30,3,81,121,1290,-,2,20,12,-,11,19.8,859,78.3,60.8,0.0,A
1366,경상남도 산청군_2021,4,5,7,6,8,9,17,17,18,1,110,143,900,-,-,13,6,-,14,5.2,179,68.8,50.0,0.0536354225399764,A
1367,경상남도 함양군_2021,7,7,8,6,12,11,18,18,38,1,67,297,1364,-,1,21,10,-,10,4.2,162,78.7,67.3,0.0073035930908958,A
1368,경상남도 거창군_2021,7,10,7,7,12,15,19,17,78,5,53,447,2896,-,3,31,17,-,14,13.6,831,84.2,80.4,0.1562009885598378,A
1369,경상남도 합천군_2021,5,5,5,5,10,9,17,14,27,1,66,193,1098,-,3,17,11,-,13,20.2,868,69.0,58.7,0.0,A
1370,경상북도 포항시_2021,11,14,10,9,18,22,23,21,699,62,56,7392,27566,5,12,403,162,1,124,19.8,19.8,85.1,96.0,0.5135064909048204,B
1371,경상북도 경주시_2021,12,12,10,9,17,20,22,20,301,38,52,2539,11333,1,10,119,60,-,70,17.4,17.4,94.4,94.0,0.2314639569536053,B
1372,경상북도 김천시_2021,10,11,8,8,17,19,20,21,114,13,80,2014,6705,2,-,58,33,-,25,14.6,14.6,84.9,89.3,0.2481778414011811,B
1373,경상북도 안동시_2021,10,12,10,8,17,20,22,21,215,25,53,1976,8096,3,3,78,43,1,43,33,33,80.1,93.2,0.1602038854195259,B
1374,경상북도 구미시_2021,11,15,11,11,19,23,24,24,766,66,60,8966,27761,3,5,202,101,2,90,9.2,9.2,98.5,99.8,2.1459667202695387,D
1375,경상북도 영주시_2021,9,11,7,8,13,19,19,20,151,17,39,741,4568,1,4,52,28,1,26,23.1,23.1,87.1,90.3,0.1124154122546612,A
1376,경상북도 영천시_2021,9,10,6,7,14,17,17,17,74,9,66,623,3381,1,3,58,23,1,34,18.6,18.6,75.7,97.1,0.1609955157383911,B
1377,경상북도 상주시_2021,9,8,5,4,15,14,16,17,85,11,55,1113,3647,2,-,44,25,-,25,13.4,13.4,73.5,79.2,0.0386248944661439,A
1378,경상북도 문경시_2021,7,9,7,5,16,15,18,18,73,10,52,641,2701,1,2,43,22,-,17,15.6,15.6,82.4,90.8,0.1230965736973887,A
1379,경상북도 경산시_2021,10,13,10,10,17,22,23,23,350,26,51,3771,13443,1,6,150,80,-,66,13.8,13.8,92.9,99.3,0.7222568830603164,C
1380,경상북도 의성군_2021,3,5,4,4,6,10,14,14,16,1,117,98,1046,-,3,17,8,-,7,27.1,27.1,48.9,95.2,0.0047369522458767,A
1381,경상북도 청송군_2021,7,5,3,4,10,10,9,16,13,0,71,151,586,-,1,9,5,-,8,13.1,13.1,52.4,77.3,0.0,A
1382,경상북도 영양군_2021,4,5,4,4,7,9,13,11,7,1,104,68,466,-,1,1,3,-,2,3.1,3.1,63.1,90.9,0.0,A
1383,경상북도 영덕군_2021,7,7,4,7,8,14,12,17,26,0,71,121,1072,-,1,18,9,-,8,9.7,9.7,77.5,96.7,0.0,A
1384,경상북도 청도군_2021,7,6,2,2,11,12,10,16,25,1,46,228,1023,-,4,18,11,-,12,29.6,29.6,57.8,87.6,0.0978619486261901,A
1385,경상북도 고령군_2021,6,7,4,2,9,13,12,16,18,0,78,118,1023,-,1,11,9,-,9,6.2,6.2,63.6,99.1,0.0,A
1386,경상북도 성주군_2021,5,6,4,8,8,11,12,19,25,0,67,142,1093,-,2,17,9,-,11,22,22,50.0,81.9,0.0408327865945844,A
1387,경상북도 칠곡군_2021,9,12,9,8,16,19,21,21,166,5,63,1585,6731,-,4,44,23,-,18,16,16,77.8,95.2,0.5699298001687898,B
1388,경상북도 예천군_2021,8,9,4,8,15,16,12,20,63,6,54,613,2212,-,1,20,13,-,11,12.9,12.9,65.3,91.8,0.2111344868540043,B
1389,경상북도 봉화군_2021,6,5,4,8,9,9,14,20,12,0,184,163,905,-,1,8,4,-,4,8.3,8.3,72.8,70.9,0.0,A
1390,경상북도 울진군_2021,7,8,7,7,10,14,17,18,51,3,65,172,1839,-,1,15,10,-,9,6.7,6.7,71.3,83.7,0.0378045569473746,A
1391,경상북도 울릉군_2021,8,6,6,7,11,10,19,18,1,0,867,81,264,-,-,-,1,-,1,7.1,7.1,5.4,92.3,0.0447324216248072,A
1392,광주광역시 동구_2021,10,10,8,8,17,17,21,21,184,105,26,1048,3398,2,5,113,57,7,30,58.4,6039,99.9,100.0,0.4665073199768789,B
1393,광주광역시 서구_2021,10,13,11,10,18,20,23,24,620,84,40,4122,15761,5,23,263,153,16,81,21.7,6328,99.9,100.0,0.9352923998612532,C
1394,광주광역시 남구_2021,11,15,10,10,19,22,22,24,571,45,34,3619,13648,4,11,139,105,15,48,30,6461,99.1,100.0,0.6970187619334206,C
1395,광주광역시 북구_2021,11,13,10,10,18,20,22,24,779,132,42,5985,23034,6,25,251,184,30,81,25.9,11044,98.7,99.82,0.8112505778970264,C
1396,광주광역시 광산구_2021,12,14,12,12,19,21,25,30,855,58,55,7424,29157,6,18,201,149,19,69,23,9315,97.9,100.0,2.6323484080311546,D
1397,대구광역시 중구_2021,12,13,10,10,19,21,23,24,122,160,47,788,4238,3,10,260,110,1,64,42.5,3176,100.0,100.0,0.4099519472167796,B
1398,대구광역시 동구_2021,11,13,10,10,18,21,21,24,366,42,59,4782,16546,1,7,243,104,1,113,11.7,3985,99.0,99.81,0.4227139483672676,B
1399,대구광역시 서구_2021,10,10,9,9,17,19,22,23,109,27,82,1017,5257,1,7,118,52,-,69,23.7,3898,100.0,100.0,0.0,A
1400,대구광역시 남구_2021,11,11,9,9,20,20,22,22,85,25,72,1308,4139,3,7,114,59,-,61,32.9,4714,100.0,100.0,0.2111345808052521,B
1401,대구광역시 북구_2021,11,13,10,10,20,22,22,25,594,44,59,6720,21686,2,18,256,150,1,127,16.2,7101,99.8,100.0,0.8410983963550667,C
1402,대구광역시 수성구_2021,11,14,11,10,20,24,24,24,924,64,37,5320,22847,1,13,371,175,4,215,10.9,4550,99.6,100.0,0.6707415226786969,C
1403,대구광역시 달서구_2021,11,13,11,9,20,22,24,23,913,87,51,8092,29501,6,23,393,208,3,173,17.1,9316,100.0,100.0,0.6415715135271493,C
1404,대구광역시 달성군_2021,12,13,10,10,21,22,22,25,395,11,64,5931,17094,-,5,122,61,-,59,11.5,3013,92.1,100.0,1.1974891906285827,C
1405,대전광역시 동구_2021,10,12,11,8,15,19,24,22,196,40,76,1877,10459,1,3,159,77,1,84,15.9,3524,99.2,100.0,0.4810872966288683,B
1406,대전광역시 중구_2021,10,11,12,10,16,18,25,23,227,102,70,2915,11185,3,3,176,86,2,81,25.2,5794,99.4,100.0,0.3236941888597494,B
1407,대전광역시 서구_2021,10,14,12,9,16,22,25,22,777,138,58,6851,25744,3,24,431,227,9,175,15.6,7361,99.3,99.93,1.337631480076414,D
1408,대전광역시 유성구_2021,10,13,11,10,17,21,24,23,548,48,70,6488,22560,1,11,217,102,1,113,13.2,4625,93.9,99.85,2.557799679596473,D
1409,대전광역시 대덕구_2021,10,10,9,9,16,17,21,21,197,21,66,2274,7936,2,3,111,52,-,42,14,2445,99.6,99.96,0.5963414455482852,C
1410,부산광역시 중구_2021,8,13,9,9,13,20,21,21,24,23,266,137,1241,1,2,66,39,1,22,42.9,1737,100.0,100.0,0.2214174699819933,B
1411,부산광역시 서구_2021,10,12,12,8,18,19,25,21,112,3,60,814,3731,4,2,61,34,1,33,50.4,5299,100.0,100.0,0.1579532441343247,B
1412,부산광역시 동구_2021,11,13,10,8,19,21,23,19,45,22,100,793,2499,3,6,72,37,1,42,33.6,2945,100.0,100.0,0.1831313680273795,B
1413,부산광역시 영도구_2021,9,10,9,8,16,17,21,19,68,2,80,688,3630,2,2,71,29,-,32,17.5,1931,100.0,100.0,0.0978223343802642,A
1414,부산광역시 부산진구_2021,11,14,11,7,20,21,24,19,411,193,53,4216,15154,4,22,457,173,2,160,21.3,7526,100.0,100.0,0.4295040171571033,B
1415,부산광역시 동래구_2021,11,16,14,10,20,23,27,25,621,51,37,3133,13161,3,15,193,139,2,113,24.1,6424,100.0,100.0,0.4431454342220974,B
1416,부산광역시 남구_2021,11,15,12,9,19,23,26,21,341,51,58,2965,12284,1,5,169,108,1,91,13,3405,100.0,100.0,0.2934977298565481,B
1417,부산광역시 북구_2021,11,14,10,9,19,21,23,22,348,22,63,3802,12425,2,10,161,93,1,81,16.2,4597,100.0,100.0,0.5177497288601607,B
1418,부산광역시 해운대구_2021,10,15,13,10,19,23,25,24,653,35,50,4187,19536,2,13,334,166,1,129,15,5940,100.0,100.0,0.5072755245254977,B
1419,부산광역시 사하구_2021,10,14,11,10,19,21,24,23,373,33,50,3259,13558,-,21,194,104,1,88,24,7342,100.0,100.0,0.3126867166353886,B
1420,부산광역시 금정구_2021,10,15,12,8,19,22,25,21,354,51,44,2326,9474,-,11,144,97,2,81,24.2,5514,100.0,100.0,0.2609793824574921,B
1421,부산광역시 강서구_2021,13,16,12,9,21,24,25,24,331,16,48,3481,11429,-,6,45,30,-,20,3.6,508,94.58,100.0,1.6794629747973435,D
1422,부산광역시 연제구_2021,11,15,12,9,21,23,24,24,299,37,45,1617,9465,1,10,165,93,2,81,24.2,5008,100.0,100.0,0.4449669082612024,B
1423,부산광역시 수영구_2021,10,15,12,10,20,22,25,22,239,25,37,1731,6105,2,9,135,82,-,85,24.6,4313,100.0,100.0,0.3890087589308724,B
1424,부산광역시 사상구_2021,10,13,10,9,18,20,22,22,131,26,89,2437,7617,2,7,104,58,1,46,31.2,6499,100.0,100.0,0.2893646523653216,B
1425,부산광역시 기장군_2021,11,15,13,12,18,23,25,27,310,15,65,3065,12612,1,4,86,45,1,37,9.7,1722,96.36,100.0,0.8935177597871615,C
1426,서울특별시 종로구_2021,11,11,8,7,19,18,21,19,91,126,72,1077,5072,4,2,198,152,1,123,25.3,3666,100.0,100.0,0.5761085710753912,B
1427,서울특별시 중구_2021,10,12,7,7,17,20,17,18,47,44,133,1002,4808,2,3,240,211,1,99,10.5,1286,100.0,100.0,0.5834129010593172,B
1428,서울특별시 용산구_2021,11,11,10,8,21,19,22,21,116,21,86,1351,6656,1,2,150,105,0,63,4,895,100.0,100.0,0.8030975358313788,C
1429,서울특별시 성동구_2021,11,11,10,7,18,19,22,18,247,43,69,1978,10555,1,6,225,126,0,99,6.6,1881,100.0,100.0,0.8643761879703014,C
1430,서울특별시 광진구_2021,10,14,12,10,18,22,25,23,364,62,60,2237,13742,2,5,275,154,2,119,7.7,2622,100.0,100.0,1.238787886761207,C
1431,서울특별시 동대문구_2021,11,14,11,9,19,21,23,22,308,51,58,2596,12792,4,11,261,158,2,150,15.7,5313,100.0,100.0,0.6863313602961061,C
1432,서울특별시 중랑구_2021,10,13,12,9,16,20,23,22,232,25,97,2658,13862,3,13,247,159,1,109,8.6,3320,100.0,100.0,0.5451309192039855,B
1433,서울특별시 성북구_2021,10,14,12,9,19,22,25,23,430,21,63,4208,19628,1,6,252,149,1,116,8.2,3519,100.0,100.0,0.7796176240210853,C
1434,서울특별시 강북구_2021,9,13,12,9,15,21,23,22,187,23,80,1199,9412,1,8,224,132,0,96,7.7,2299,100.0,100.0,0.2726535305810842,B
1435,서울특별시 도봉구_2021,9,14,10,9,18,20,22,21,268,17,82,2115,13952,1,5,164,103,2,82,7.9,2508,100.0,100.0,0.3359186716521187,B
1436,서울특별시 노원구_2021,11,14,12,9,18,20,23,21,636,48,63,5466,24692,3,6,363,205,3,151,7,3552,100.0,100.0,0.6100772420127674,C
1437,서울특별시 은평구_2021,11,14,12,10,17,21,24,22,472,37,58,3196,19730,2,9,327,188,3,151,7.9,3753,100.0,100.0,0.656502186362252,C
1438,서울특별시 서대문구_2021,11,14,11,9,20,22,23,23,287,55,58,2257,12940,2,5,207,126,2,91,13.1,3980,100.0,100.0,0.7207231261331232,C
1439,서울특별시 마포구_2021,11,13,12,10,20,21,24,25,499,193,41,2711,13888,0,4,394,207,3,150,2.8,1015,100.0,100.0,1.5027640245972795,D
1440,서울특별시 양천구_2021,10,15,13,10,18,23,26,24,947,32,42,3769,23469,3,5,293,194,4,149,6.8,3041,98.0,100.0,0.9454829741954082,C
1441,서울특별시 강서구_2021,11,14,11,9,19,21,23,20,649,48,53,4786,24896,4,16,430,235,7,187,8.4,4802,100.0,100.0,1.0440732923560458,C
1442,서울특별시 구로구_2021,11,13,11,10,18,20,23,24,345,41,86,2693,17290,2,8,271,175,2,114,11.7,4628,100.0,100.0,0.5978484412761754,C
1443,서울특별시 금천구_2021,10,11,10,9,16,18,21,21,175,33,70,1423,8050,1,4,167,105,4,70,9.4,2181,98.0,100.0,0.761869379693542,C
1444,서울특별시 영등포구_2021,11,13,11,9,20,20,23,22,315,125,77,3356,13776,7,8,366,239,3,147,16.3,6157,100.0,100.0,1.0585262091059813,C
1445,서울특별시 동작구_2021,11,14,11,10,20,22,23,23,345,142,65,2661,15174,2,5,274,177,1,133,7.3,2826,99.0,100.0,0.8525914135881214,C
1446,서울특별시 관악구_2021,10,12,11,9,16,20,23,22,336,98,64,2682,13550,1,11,333,205,3,151,5.2,2503,100.0,100.0,1.0715517723473893,C
1447,서울특별시 서초구_2021,10,16,13,10,18,25,27,24,876,270,41,2321,22345,1,12,715,316,6,243,8.9,3679,100.0,100.0,1.2161452223080955,C
1448,서울특별시 강남구_2021,9,15,13,9,17,25,28,22,1898,485,21,2938,25829,3,34,1787,557,11,383,16.6,8852,100.0,100.0,1.4077873990548169,D
1449,서울특별시 송파구_2021,11,14,12,9,20,22,25,22,963,82,52,5073,31235,2,18,586,332,5,254,11,7211,100.0,100.0,1.2446554830776912,C
1450,서울특별시 강동구_2021,13,14,12,9,21,21,24,20,614,40,51,4205,22092,3,14,396,237,6,186,13.6,6276,100.0,100.0,1.029289571128964,C
1451,울산광역시 중구_2021,12,15,11,9,17,22,25,22,396,48,51,2527,11709,2,5,110,67,-,48,10.8,2304,99.8,100.0,0.4849652175847624,B
1452,울산광역시 남구_2021,13,15,12,9,20,22,25,22,861,99,35,4037,15944,3,22,270,179,4,114,19.5,6104,99.8,100.0,1.077494559419689,C
1453,울산광역시 동구_2021,13,15,11,9,19,23,24,22,252,12,65,2104,10381,1,1,81,47,-,36,12.4,1906,99.9,99.9,0.8305839927048426,C
1454,울산광역시 북구_2021,14,15,12,10,21,23,25,24,396,22,70,4542,15986,2,4,72,53,1,34,7.7,1694,99.1,100.0,2.7555609938413426,D
1455,울산광역시 울주군_2021,11,14,11,11,16,21,24,27,361,14,62,2661,12899,1,7,77,46,-,43,15.6,3461,97.8,94.3,0.6856455136421142,C
1456,인천광역시 강화군_2021,8,15,13,7,10,21,26,19,124,12,103,436,8604,1,1,20,15,-,17,13,904,37.0,79.0,0.2217995440812448,B
1457,인천광역시 옹진군_2021,9,13,9,2,9,20,19,9,39,4,100,89,3371,-,1,1,1,-,-,4.2,85,60.6,40.2,0.0798267619623347,A
1458,인천광역시 중구_2021,12,15,13,8,16,22,26,21,327,55,80,2141,17268,2,4,61,38,3,16,15.3,2191,91.3,99.7,1.1568757364044502,C
1459,인천광역시 동구_2021,11,16,14,8,16,23,28,21,663,25,60,810,25911,2,-,43,27,-,18,12.7,783,99.8,100.0,0.2374896493482308,B
1460,인천광역시 미추홀구_2021,12,16,14,9,19,23,27,22,685,76,66,3634,28231,2,11,211,130,7,96,16.6,6749,100.0,100.0,0.7138063532363128,C
1461,인천광역시 연수구_2021,12,14,12,11,20,21,25,26,558,91,72,6261,22735,1,6,201,123,2,78,5,1934,99.6,100.0,2.395811350997404,D
1462,인천광역시 남동구_2021,12,14,12,11,19,21,24,25,350,25,76,7559,13579,2,12,361,196,8,152,15.4,7956,98.5,100.0,0.9533274886345502,C
1463,인천광역시 부평구_2021,11,16,14,9,17,22,28,22,787,29,69,4744,32698,3,7,313,177,7,118,10,4884,100.0,100.0,0.7794061008225178,C
1464,인천광역시 계양구_2021,11,8,8,10,17,13,20,23,48,2,184,2514,2318,2,7,166,105,7,27,14.5,4296,99.1,100.0,1.1035729199830366,C
1465,인천광역시 서구_2021,13,6,4,11,18,9,10,26,4,0,2516,7982,556,5,14,251,153,10,98,11.6,6467,99.1,100.0,2.0503810004775422,D
1466,전라남도 목포시_2021,9,15,12,8,15,22,25,22,421,41,47,3066,14710,5,16,130,68,9,44,34.6,7563,98.1,99.7,0.4544823715104839,B
1467,전라남도 여수시_2021,8,12,10,9,14,19,25,23,466,34,48,2890,14170,3,7,155,85,3,58,18.2,5048,87.6,95.5,0.3061729943912628,B
1468,전라남도 순천시_2021,8,14,12,9,15,21,27,22,480,55,56,3474,16457,6,18,144,92,-,53,22,6205,97.3,97.6,0.7157266665333258,C
1469,전라남도 나주시_2021,7,11,7,6,15,18,19,18,149,20,62,1674,6316,2,1,66,34,2,24,33.8,3940,78.7,85.0,0.3888085090994274,B
1470,전라남도 광양시_2021,6,13,10,9,12,20,24,23,231,17,65,1115,9004,2,3,60,40,1,25,10.7,1606,97.9,88.7,0.8456199663489595,C
1471,전라남도 담양군_2021,6,7,6,7,12,12,16,18,14,2,173,304,1464,-,1,23,13,1,10,37,1709,78.1,83.1,0.1586131941875252,B
1472,전라남도 곡성군_2021,4,6,8,6,9,11,20,18,20,0,76,142,819,-,1,12,10,-,5,9.6,265,82.7,86.3,0.0060016449700934,A
1473,전라남도 구례군_2021,4,6,6,6,9,11,18,20,22,1,72,146,868,-,1,10,-,-,7,24.9,629,90.3,78.6,0.0122889137724213,A
1474,전라남도 고흥군_2021,4,6,5,7,8,11,15,19,46,2,72,222,1766,1,2,33,11,-,15,21.7,1361,57.6,78.0,0.0,A
1475,전라남도 보성군_2021,3,5,5,6,5,10,15,19,22,1,87,131,1196,-,2,24,9,-,10,33.8,1331,60.7,61.4,0.0,A
1476,전라남도 화순군_2021,5,9,8,9,10,14,20,22,71,4,64,370,2568,1,3,29,17,2,12,67.5,4227,84.0,90.8,0.2583519731543553,B
1477,전라남도 장흥군_2021,5,6,5,6,9,11,16,18,30,2,84,221,1369,1,2,23,9,-,10,15.3,559,71.7,93.5,0.0,A
1478,전라남도 강진군_2021,3,6,5,6,7,10,15,19,27,0,88,112,1207,-,1,21,7,-,8,13.8,465,66.7,70.7,0.0,A
1479,전라남도 해남군_2021,7,7,7,4,12,13,19,10,52,8,76,453,2554,2,2,39,16,-,10,21.9,1470,52.8,80.7,0.0,A
1480,전라남도 영암군_2021,5,8,6,7,11,14,16,18,46,0,87,346,2356,-,2,24,-,-,14,11.5,607,76.7,92.1,0.0853346745994754,A
1481,전라남도 무안군_2021,7,12,10,8,14,18,25,20,198,12,42,855,5436,1,1,47,19,2,15,14.9,1358,69.1,99.7,0.8320052147775157,C
1482,전라남도 함평군_2021,2,6,5,6,5,11,15,19,15,1,123,55,937,-,1,15,7,-,8,11.4,357,76.6,96.0,0.0,A
1483,전라남도 영광군_2021,6,9,7,7,12,14,19,19,64,3,51,333,2081,2,2,63,17,-,14,23,1198,63.7,96.0,0.0,A
