,행정구역,교원_1인당_학생수_유치원,교원_1인당_학생수_초등학교,교원_1인당_학생수_중학교,교원_1인당_학생수_고등학교,유치원_학급당 학생 수 (명),초등학교_학급당 학생 수 (명),중학교_학급당 학생 수 (명),고등학교_학급당 학생 수 (명),학교교과 교습학원 (개),평생직업 교육학원 (개),사설학원당 학생수 (명),유치원생 수,초등학생 수,종합병원,병원,의원,치과병(의)원,한방병원,한의원,인구 천명당 의료기관병상수(개),총병상수 (개),하수도보급률,상수도보급률,소멸위험지수,소멸위험등급
1142,경상남도 양산시_2020,12,15,13,12,18,23,27,30,547,32,62,7348,22174,3,9,175,86,3,82,22.6,7957,98.4,98.4,1.1581358456641753,C
1143,경상남도 의령군_2020,5,4,6,7,9,8,16,17,17,0,65,147,723,-,2,10,5,-,7,20.6,551,64.7,75.8,0.0288772546852516,A
1144,경상남도 함안군_2020,9,10,11,8,14,16,22,21,76,1,63,702,3486,-,4,24,13,-,13,24.5,1570,63.1,97.4,0.0109012125567988,A
1145,경상남도 창녕군_2020,7,8,7,7,12,14,18,19,46,3,64,432,2255,-,4,32,13,-,14,38.4,2355,77.1,99.8,0.012030971725594,A
1146,경상남도 고성군_2020,4,7,6,9,7,13,17,18,63,1,53,192,2157,-,3,20,11,-,11,19.7,1011,66.6,80.5,0.0,A
1147,경상남도 남해군_2020,6,6,6,8,11,11,17,19,39,2,55,191,1247,-,1,24,9,-,9,6.8,290,81.0,76.1,0.024453853790776,A
1148,경상남도 하동군_2020,5,6,5,6,7,10,15,15,32,3,79,150,1404,-,3,20,12,-,10,19.2,859,76.1,60.2,0.0,A
1149,경상남도 산청군_2020,5,5,7,6,8,9,16,16,21,1,99,136,972,-,-,13,6,-,14,4.5,158,66.9,47.6,0.0092682996449705,A
1150,경상남도 함양군_2020,7,7,7,6,12,12,18,17,38,2,68,307,1426,-,1,20,10,-,10,4.1,159,78.2,64.1,0.0315645478848013,A
1151,경상남도 거창군_2020,8,10,7,7,13,16,19,19,74,5,57,508,2941,-,3,31,16,-,13,13.5,833,84.1,79.0,0.0919248862423911,A
1152,경상남도 합천군_2020,6,5,5,5,9,9,16,15,29,2,64,215,1171,-,2,17,11,-,14,18.1,798,68.2,56.3,0.0,A
1153,경상북도 포항시_2020,12,15,10,9,18,23,22,21,694,60,56,7760,27554,5,13,269,160,1,126,19.6,19.6,85.2,95.9,0.4981826032661075,B
1154,경상북도 경주시_2020,11,12,9,9,16,20,21,20,304,29,52,2737,11482,1,10,113,58,1,71,17.3,17.3,94.3,93.9,0.2313194141565236,B
1155,경상북도 김천시_2020,11,12,8,7,16,19,22,20,109,13,83,2063,6776,2,-,59,33,-,24,15.3,15.3,84.7,88.5,0.2355671059640034,B
1156,경상북도 안동시_2020,11,12,10,8,16,20,22,21,218,25,53,2070,8267,3,3,78,47,1,43,32.9,32.9,80.3,93.1,0.2070459913456837,B
1157,경상북도 구미시_2020,12,15,11,11,18,24,24,25,761,64,60,9644,27922,3,7,208,109,2,92,9.3,9.3,98.4,99.9,2.5933412187245377,D
1158,경상북도 영주시_2020,9,12,7,8,13,20,19,22,152,17,40,830,4743,1,4,51,28,1,26,23.3,23.3,87.5,89.6,0.0324262969000692,A
1159,경상북도 영천시_2020,10,10,6,6,15,17,16,16,81,9,62,650,3458,1,3,57,21,1,36,18.8,18.8,72.5,95.8,0.1310883295346673,A
1160,경상북도 상주시_2020,10,8,5,4,15,15,16,16,86,11,56,1160,3787,2,-,44,26,-,24,12.4,12.4,72.7,75.5,0.0,A
1161,경상북도 문경시_2020,8,10,7,5,16,16,18,19,73,10,53,700,2791,1,2,43,21,-,18,15.6,15.6,82.6,94.3,0.0677813183317533,A
1162,경상북도 경산시_2020,10,14,10,11,17,22,23,23,341,28,51,4021,13342,1,5,131,65,-,50,13.6,13.6,92.4,99.3,0.6958885414689487,C
1163,경상북도 의성군_2020,4,6,4,5,6,11,13,14,16,1,120,119,1092,-,3,18,8,-,10,26.8,26.8,48.9,93.6,0.0,A
1164,경상북도 청송군_2020,8,6,3,4,12,10,10,17,13,1,73,168,611,-,1,10,5,-,9,14.1,14.1,50.5,75.4,0.0140067984923128,A
1165,경상북도 영양군_2020,7,5,4,4,9,10,11,12,6,1,126,79,490,-,1,1,3,-,2,3,3,59.5,90.9,0.0,A
1166,경상북도 영덕군_2020,8,7,4,6,9,13,12,18,24,0,78,148,1062,-,1,17,9,-,8,7.7,7.7,77.0,95.0,0.0,A
1167,경상북도 청도군_2020,8,6,2,3,12,12,10,16,27,1,44,270,1048,-,3,17,10,-,12,30.7,30.7,56.5,82.7,0.0129655997351323,A
1168,경상북도 고령군_2020,7,8,4,3,9,13,13,16,18,0,81,147,1055,-,1,12,8,-,9,9.2,9.2,63.4,98.7,0.0,A
1169,경상북도 성주군_2020,6,6,4,7,10,11,12,20,25,0,70,169,1157,-,2,17,9,-,11,22.7,22.7,46.5,80.0,0.00730053706548,A
1170,경상북도 칠곡군_2020,9,12,10,7,15,19,23,21,169,4,62,1614,6824,-,2,44,23,-,18,16.7,16.7,76.6,95.1,0.541886293602923,B
1171,경상북도 예천군_2020,8,10,4,9,16,16,12,18,62,5,52,589,2088,-,1,21,13,1,13,13.1,13.1,63.7,90.4,0.2337721407101904,B
1172,경상북도 봉화군_2020,6,5,4,9,8,9,15,18,12,0,178,172,896,-,1,8,4,-,8,8.1,8.1,64.5,69.0,0.0,A
1173,경상북도 울진군_2020,8,8,7,7,11,14,18,17,50,2,68,220,1859,-,1,14,-,-,10,6.3,6.3,66.5,78.8,0.0769584129336616,A
1174,경상북도 울릉군_2020,9,6,6,7,10,10,18,17,5,0,184,82,281,-,-,-,1,-,1,6.9,6.9,1.2,91.5,0.0,A
1175,광주광역시 동구_2020,10,10,8,8,17,17,20,21,179,106,26,1026,3318,2,7,110,56,5,31,57.6,5924,99.9,100.0,0.6480477756893636,C
1176,광주광역시 서구_2020,11,14,11,10,17,21,23,25,647,69,40,4337,16292,5,22,259,155,16,84,20.9,6210,99.3,100.0,1.122006627160614,C
1177,광주광역시 남구_2020,11,14,10,10,19,21,22,25,560,39,35,3746,13534,4,11,135,104,15,47,30.9,6638,99.1,100.0,0.5984498528292941,C
1178,광주광역시 북구_2020,11,13,10,10,18,20,22,25,774,136,42,6237,23067,6,25,252,184,29,85,26.8,11544,99.2,99.82,0.938379707075866,C
1179,광주광역시 광산구_2020,12,15,12,12,18,22,24,30,871,58,55,7874,30208,6,17,203,145,19,69,23.4,9477,97.9,100.0,2.9864555926870406,D
1180,대구광역시 중구_2020,12,13,11,10,18,22,23,25,121,158,47,800,4254,3,12,261,111,1,69,43.6,3334,100.0,100.0,0.4613854227040949,B
1181,대구광역시 동구_2020,12,13,10,10,16,22,21,25,362,36,60,5064,16676,1,8,234,103,1,108,11.8,4030,99.0,99.8,0.394883205770153,B
1182,대구광역시 서구_2020,11,10,9,7,17,18,21,20,114,25,73,1077,5445,1,8,117,52,-,69,23,3934,100.0,100.0,0.094315378805639,A
1183,대구광역시 남구_2020,11,11,8,7,19,19,21,20,94,29,64,1392,4251,3,7,106,57,-,63,33.7,4946,100.0,100.0,0.3025274808751532,B
1184,대구광역시 북구_2020,12,14,10,10,18,22,22,25,575,44,59,7106,21942,2,21,249,143,1,123,15.8,6935,99.8,100.0,1.0676155245364285,C
1185,대구광역시 수성구_2020,12,15,11,10,18,24,24,25,927,64,38,5452,23136,1,13,350,170,3,207,9.8,4155,99.6,100.0,0.8548194116462873,C
1186,대구광역시 달서구_2020,13,13,11,9,19,22,24,24,912,79,51,8705,30392,6,30,380,202,1,170,16.5,9223,100.0,100.0,0.9196315258133326,C
1187,대구광역시 달성군_2020,12,13,10,10,21,21,22,24,387,14,63,6055,16491,-,5,123,61,-,62,10.8,2804,91.4,100.0,1.356310998426071,D
1188,대전광역시 동구_2020,10,12,12,9,17,19,26,22,185,34,84,2024,10740,1,3,156,76,1,83,15.9,3541,99.2,99.99,0.4171357332174306,B
1189,대전광역시 중구_2020,10,11,12,11,17,19,26,24,231,106,72,3107,11797,3,4,178,87,2,84,24.7,5819,99.4,100.0,0.3985659314514834,B
1190,대전광역시 서구_2020,11,14,12,9,17,22,26,23,751,139,61,7034,26179,3,24,441,226,8,181,15.9,7575,99.3,99.92,1.5879403294401948,D
1191,대전광역시 유성구_2020,11,13,12,10,17,21,25,24,520,49,74,6755,22814,1,10,208,106,1,111,13.1,4591,92.9,99.82,3.0321862914684856,D
1192,대전광역시 대덕구_2020,10,11,10,9,16,18,22,21,203,19,66,2356,8277,2,3,114,51,-,47,14,2477,99.6,99.96,0.7439985158825732,C
1193,부산광역시 중구_2020,7,13,10,9,13,20,22,21,28,22,233,143,1254,1,2,69,40,1,24,42.4,1760,100.0,100.0,0.1839432535745488,B
1194,부산광역시 서구_2020,10,12,11,9,18,19,24,22,111,4,60,828,3677,4,3,60,34,1,34,50.2,5432,100.0,100.0,0.2815245890354494,B
1195,부산광역시 동구_2020,12,13,11,8,20,20,24,21,43,21,108,822,2524,3,5,74,37,1,43,33.6,2988,100.0,100.0,0.2954170654939434,B
1196,부산광역시 영도구_2020,10,11,9,8,15,18,21,21,75,2,84,740,3808,2,2,73,30,-,34,17.1,1943,100.0,100.0,0.0,A
1197,부산광역시 부산진구_2020,12,14,11,8,21,21,24,19,382,189,55,4486,14931,4,20,442,177,2,161,21,7562,100.0,100.0,0.6015777439283654,C
1198,부산광역시 동래구_2020,11,16,13,10,19,23,27,25,552,50,40,3381,13073,3,15,192,138,-,120,22.4,6052,100.0,100.0,0.5938293677334089,C
1199,부산광역시 남구_2020,11,15,12,8,17,23,25,21,305,52,64,3003,12484,1,5,161,104,-,93,12.6,3376,100.0,100.0,0.3239437878657798,B
1200,부산광역시 북구_2020,11,14,10,9,17,21,23,23,374,37,61,3992,12712,2,10,166,92,1,78,16.1,4582,100.0,100.0,0.4040730188325686,B
1201,부산광역시 해운대구_2020,11,15,13,11,18,23,25,25,700,36,47,4270,19600,2,12,326,166,1,133,14.9,5997,100.0,100.0,0.6274473257028684,C
1202,부산광역시 사하구_2020,10,15,11,10,17,21,24,24,381,36,50,3323,14073,-,19,190,102,2,88,23.5,7315,100.0,100.0,0.2633672721852823,B
1203,부산광역시 금정구_2020,11,15,12,8,18,22,24,22,342,50,46,2514,9608,1,10,144,95,2,80,25.2,5866,100.0,100.0,0.2460837144085286,B
1204,부산광역시 강서구_2020,14,15,10,9,21,23,23,24,285,11,50,3645,10234,-,6,43,28,-,19,3.6,502,94.38,100.0,1.8718907517204944,D
1205,부산광역시 연제구_2020,12,16,11,9,23,23,24,24,271,39,50,1705,9631,1,10,158,93,1,83,23.4,4885,100.0,100.0,0.5530496234800831,B
1206,부산광역시 수영구_2020,11,15,12,9,20,22,25,23,252,28,35,2007,6100,2,9,126,81,-,81,23.9,4219,100.0,100.0,0.5070578247503577,B
1207,부산광역시 사상구_2020,10,13,10,8,17,20,23,21,147,31,78,2708,8006,2,8,109,58,-,42,30.7,6522,100.0,100.0,0.2976199491933108,B
1208,부산광역시 기장군_2020,13,16,13,12,18,23,26,28,295,13,64,3198,11812,1,5,79,42,1,36,10,1747,91.94,100.0,1.197180309764667,C
1209,서울특별시 종로구_2020,11,11,8,8,18,19,21,20,99,144,68,1180,5192,4,2,197,158,-,126,22.4,3347,100.0,100.0,0.610618469993396,C
1210,서울특별시 중구_2020,10,12,7,8,14,20,17,20,53,56,127,1038,4990,2,4,240,215,1,96,10.9,1365,100.0,100.0,0.6067060438622353,C
1211,서울특별시 용산구_2020,11,12,11,10,20,19,22,23,128,26,77,1344,6870,1,2,140,105,-,60,4,926,100.0,100.0,0.9134378214607236,C
1212,서울특별시 성동구_2020,12,11,11,8,19,19,22,19,246,43,70,2110,10992,1,5,219,130,-,98,6.1,1803,100.0,100.0,0.967601629884608,C
1213,서울특별시 광진구_2020,11,14,12,10,19,22,24,24,348,57,62,2470,14257,2,5,269,155,1,117,7.5,2591,100.0,100.0,1.3992039701719892,D
1214,서울특별시 동대문구_2020,11,14,10,8,17,21,22,19,299,51,58,2849,13157,4,13,256,153,1,150,16.1,5509,100.0,100.0,0.7003792326131464,C
1215,서울특별시 중랑구_2020,10,13,11,10,17,20,23,22,242,20,91,2700,14554,3,13,244,157,1,110,8.2,3238,100.0,100.0,0.6894455903657222,C
1216,서울특별시 성북구_2020,11,14,12,10,18,22,25,25,419,20,65,4346,20086,1,6,256,148,-,121,8,3484,100.0,100.0,0.8252432560681159,C
1217,서울특별시 강북구_2020,10,14,12,9,13,21,24,22,184,22,82,1244,9913,1,10,223,128,-,98,7.6,2355,100.0,100.0,0.366707807540702,B
1218,서울특별시 도봉구_2020,10,14,10,9,18,21,21,21,283,14,81,2252,14540,1,8,162,106,2,82,7.9,2582,100.0,100.0,0.3982341871257083,B
1219,서울특별시 노원구_2020,11,14,12,10,17,21,23,22,671,47,61,5872,25841,3,6,357,202,3,156,6.8,3582,100.0,100.0,0.7611132196392163,C
1220,서울특별시 은평구_2020,11,14,12,10,16,22,24,22,478,41,59,3551,20400,2,10,321,184,2,150,7.9,3812,100.0,100.0,0.7897458786968107,C
1221,서울특별시 서대문구_2020,12,14,11,10,20,22,23,24,289,59,58,2371,12988,2,5,211,127,1,92,12,3733,100.0,100.0,0.9310195967396852,C
1222,서울특별시 마포구_2020,12,13,12,10,19,21,24,24,502,187,40,2784,14375,-,3,375,207,2,151,2.5,925,100.0,100.0,1.521748835126854,D
1223,서울특별시 양천구_2020,11,15,13,10,18,23,25,23,976,32,41,4150,23985,3,5,286,186,3,151,6.4,2886,99.0,100.0,1.1607630209561683,C
1224,서울특별시 강서구_2020,11,14,10,9,18,22,22,22,643,51,54,5375,26078,4,17,410,228,6,189,8.2,4729,100.0,100.0,1.0791427377053586,C
1225,서울특별시 구로구_2020,11,13,11,10,18,20,23,24,352,42,82,2905,18180,2,8,266,171,2,110,11,4433,100.0,100.0,0.7773095294865782,C
1226,서울특별시 금천구_2020,11,12,10,8,15,18,21,21,177,35,67,1550,8339,1,6,160,106,3,74,9.6,2220,100.0,100.0,0.7522239879345424,C
1227,서울특별시 영등포구_2020,11,13,11,9,19,20,23,21,308,137,75,3410,13537,7,8,354,239,2,148,15.4,5837,100.0,100.0,1.2436100939207462,C
1228,서울특별시 동작구_2020,11,14,11,10,18,22,23,23,348,123,66,2846,15553,2,5,269,175,1,133,7.1,2781,100.0,100.0,0.9249523773765468,C
1229,서울특별시 관악구_2020,11,13,11,9,15,20,23,21,348,83,63,2991,14410,1,11,324,201,2,153,5,2459,100.0,100.0,1.1674884329745263,C
1230,서울특별시 서초구_2020,11,17,12,10,18,25,25,25,881,267,41,2467,22668,1,13,661,315,5,244,8.7,3682,100.0,100.0,1.432080740154354,D
1231,서울특별시 강남구_2020,10,16,13,9,18,26,27,22,1870,491,22,3260,25905,3,32,1697,572,12,363,16,8637,100.0,100.0,1.6065990923166442,D
1232,서울특별시 송파구_2020,11,14,12,9,19,22,25,22,988,88,51,5355,31373,2,17,574,331,4,252,10.3,6879,100.0,100.0,1.4532065377866894,D
1233,서울특별시 강동구_2020,13,14,12,9,20,21,24,20,685,39,44,4237,21353,3,14,376,227,6,187,12.9,5949,100.0,100.0,1.36562636010444,D
1234,울산광역시 중구_2020,13,15,11,9,15,22,25,22,407,45,49,2701,11933,2,6,109,66,-,48,10.6,2305,99.8,100.0,0.5706335821024373,B
1235,울산광역시 남구_2020,13,15,12,9,20,22,25,22,910,99,33,4251,16085,3,20,272,182,4,115,18.5,5925,99.8,100.0,1.4218781735466064,D
1236,울산광역시 동구_2020,13,16,11,9,17,22,24,22,253,11,61,2214,10290,1,1,83,47,-,37,12.6,1971,99.9,99.9,1.043131948800736,C
1237,울산광역시 북구_2020,15,16,11,10,20,23,24,24,369,22,73,4794,15893,2,3,70,52,1,32,7.5,1641,99.0,100.0,3.518038008373098,D
1238,울산광역시 울주군_2020,12,14,11,12,15,21,24,27,373,14,60,2922,13196,1,7,75,46,-,46,15.7,3503,97.6,93.8,0.8209467296478933,C
1239,인천광역시 강화군_2020,9,14,13,7,11,22,25,19,124,12,100,475,8455,1,1,20,15,-,17,12.7,882,36.6,78.4,0.1479850879480466,A
1240,인천광역시 옹진군_2020,10,13,8,2,8,20,18,10,39,4,104,91,3485,-,1,1,1,-,-,3.6,74,55.7,38.6,0.0951257090467788,A
1241,인천광역시 중구_2020,13,16,12,8,18,23,25,22,327,55,80,2215,17543,2,2,54,35,2,16,15.8,2210,88.7,99.5,1.262163158773832,C
1242,인천광역시 동구_2020,12,16,14,8,16,24,28,22,663,25,55,930,24137,2,-,43,27,-,18,13.2,828,99.7,100.0,0.0761483236951311,A
1243,인천광역시 미추홀구_2020,13,16,13,9,17,23,26,22,685,76,68,3770,29286,2,14,211,130,7,95,15.8,6402,100.0,100.0,0.6421209626535548,C
1244,인천광역시 연수구_2020,13,15,12,11,19,22,25,26,558,91,74,5760,23670,1,4,188,114,1,79,4.9,1902,99.6,100.0,3.0643199209163647,D
1245,인천광역시 남동구_2020,13,14,11,10,18,21,23,24,350,25,77,8552,14220,1,12,353,193,7,147,14.3,7508,99.2,100.0,1.1583852727842234,C
1246,인천광역시 부평구_2020,11,16,14,9,16,23,28,22,787,29,70,5372,33240,3,9,309,171,127,117,9.8,4850,100.0,100.0,0.7796510604280782,C
1247,인천광역시 계양구_2020,11,8,8,10,17,13,19,23,48,2,188,2728,2337,2,7,163,106,5,71,13.8,4084,99.3,100.0,1.1940720589399674,C
1248,인천광역시 서구_2020,14,6,5,10,19,9,11,25,4,0,2459,8426,555,5,9,249,151,6,101,11.7,6338,99.1,100.0,2.156694454875448,D
1249,전라남도 목포시_2020,9,15,12,9,15,23,26,22,433,41,48,3326,15553,5,16,130,70,9,46,33.6,7533,98.1,99.8,0.5435957223693968,B
1250,전라남도 여수시_2020,8,13,10,9,13,20,25,23,466,36,49,3030,14424,2,7,157,85,2,59,17.1,4792,84.4,94.8,0.3681433314596729,B
1251,전라남도 순천시_2020,8,14,12,9,14,22,26,23,483,56,55,3565,16649,5,19,141,93,5,53,21.6,6092,96.1,96.7,0.8729828022999147,C
1252,전라남도 나주시_2020,7,11,7,6,14,18,19,17,145,19,59,1617,6058,2,3,65,35,3,26,34.8,4018,77.4,83.1,0.3613579309401922,B
1253,전라남도 광양시_2020,7,13,10,9,11,20,24,24,241,15,64,1199,9221,1,4,61,41,2,25,9.9,1496,94.0,88.3,0.7965429927789165,C
1254,전라남도 담양군_2020,5,7,6,8,11,12,17,20,242,16,9,290,1425,-,1,23,13,1,11,37.1,1716,73.4,79.0,0.0949603668590683,A
1255,전라남도 곡성군_2020,3,5,8,7,7,12,21,18,21,0,77,113,883,-,1,14,9,-,5,9.5,265,81.4,85.7,0.0,A
1256,전라남도 구례군_2020,5,6,6,9,9,11,18,21,23,1,71,157,908,-,1,10,5,-,7,24.7,635,90.5,73.9,0.0,A
1257,전라남도 고흥군_2020,4,6,5,8,8,11,15,21,48,2,72,243,1800,1,3,33,12,-,17,11.9,758,56.8,75.8,0.0,A
1258,전라남도 보성군_2020,4,5,5,6,7,10,15,15,25,1,79,168,1245,-,2,24,9,-,10,33.1,1339,59.8,60.3,0.0,A
1259,전라남도 화순군_2020,5,9,7,10,10,14,19,24,75,5,63,391,2649,1,3,29,17,2,11,68.2,4262,83.9,90.4,0.1932635052790588,B
1260,전라남도 장흥군_2020,5,7,6,7,10,12,16,17,27,1,96,280,1397,1,2,24,8,-,10,14.8,559,64.7,87.1,0.0,A
1261,전라남도 강진군_2020,3,6,5,6,6,11,15,20,26,0,94,117,1259,-,1,21,6,-,8,13.3,461,65.0,66.9,0.0,A
1262,전라남도 해남군_2020,6,8,7,4,11,13,20,9,54,8,76,480,2684,2,2,38,17,-,10,22.6,1552,50.8,77.7,0.0,A
1263,전라남도 영암군_2020,7,8,6,7,13,15,17,18,48,0,87,400,2474,-,2,24,13,-,14,18.1,970,75.7,88.9,0.0356107042820923,A
1264,전라남도 무안군_2020,6,12,10,8,11,18,25,20,176,12,40,691,4648,1,1,45,19,2,16,15.7,1352,67.2,98.7,0.7534046129786324,C
1265,전라남도 함평군_2020,3,6,5,7,6,11,15,18,14,1,138,79,976,-,2,15,9,-,8,14.3,457,74.1,93.1,0.0,A
1266,전라남도 영광군_2020,6,9,7,7,9,15,19,20,65,3,52,343,2175,2,-,32,17,-,14,22.9,1218,63.8,95.0,0.0,A
1267,전라남도 장성군_2020,6,8,7,8,11,14,19,22,35,1,85,443,1856,-,2,19,9,-,8,15.1,672,65.3,93.1,0.0,A
1268,전라남도 완도군_2020,6,7,5,6,12,12,16,19,34,1,109,545,2034,-,1,23,10,-,8,2.4,122,61.3,97.3,0.0,A
1269,전라남도 진도군_2020,6,6,3,2,10,11,11,10,22,0,59,241,1124,-,2,16,7,-,6,6.4,201,98.1,99.0,0.2956827666018362,B
1270,전라남도 신안군_2020,4,4,3,4,8,7,9,12,7,0,246,171,963,-,2,12,4,-,6,9.8,381,43.3,89.8,0.0,A
1271,전북특별자치도 전주시_2020,10,15,12,12,15,23,27,26,3458,395,22,9171,39321,5,31,499,279,21,208,26,17094,99.0,100.0,1.067117367928415,C
1272,전북특별자치도 군산시_2020,9,13,12,12,15,20,26,27,3458,395,8,3484,15515,2,7,158,76,2,74,17.1,4579,91.0,99.1,0.4426146127441655,B
1273,전북특별자치도 익산시_2020,8,12,11,11,12,19,24,23,3458,395,8,3523,14602,2,7,173,95,5,80,19.6,5540,92.0,99.4,0.3032582406170799,B
1274,전북특별자치도 정읍시_2020,7,8,8,8,12,14,20,20,3458,395,2,1072,4871,1,4,76,34,1,29,19.9,2156,83.0,98.8,0.0616723622970378,A
1275,전북특별자치도 남원시_2020,4,8,8,8,8,14,19,19,3458,395,2,404,3696,1,2,58,21,-,21,19.8,1600,82.0,93.5,0.1250842266542912,A
1276,전북특별자치도 김제시_2020,6,7,7,6,10,12,20,17,3458,395,1,718,3423,-,4,53,19,1,20,40.3,3324,66.0,100.0,0.0168043667526988,A
1277,전북특별자치도 완주군_2020,7,9,8,8,12,15,20,18,3458,395,2,1296,4718,-,2,52,18,-,24,22,2018,83.0,85.9,0.2208730138592316,B
1278,전북특별자치도 진안군_2020,4,5,3,5,9,9,10,16,3458,395,0,139,843,-,2,11,4,-,5,11.1,283,82.0,84.0,0.0033054305534124,A
1279,전북특별자치도 무주군_2020,6,7,6,5,12,12,15,16,3458,395,0,181,935,-,-,11,5,-,8,2.4,58,69.0,84.3,0.0691455511902314,A
1280,전북특별자치도 장수군_2020,4,7,4,4,10,12,12,12,3458,395,0,154,914,-,-,8,5,-,4,1.7,38,84.0,90.0,0.0,A
1281,전북특별자치도 임실군_2020,3,4,3,7,7,8,11,22,3458,395,0,135,952,-,1,15,6,-,10,16.5,450,68.0,92.2,0.0,A
1282,전북특별자치도 순창군_2020,6,5,6,7,9,9,16,19,3458,395,0,194,1025,-,1,17,6,-,6,23.8,662,60.0,83.2,0.0,A
1283,전북특별자치도 고창군_2020,4,6,7,7,9,11,16,16,3458,395,1,302,2018,1,1,31,13,-,11,19.6,1068,75.0,99.6,0.0,A
1284,전북특별자치도 부안군_2020,6,6,5,7,10,11,15,16,3458,395,1,415,1828,1,4,26,15,1,16,19.3,1008,78.0,99.9,0.0,A
1285,제주특별자치도 제주시_2020,15,15,12,11,22,23,26,27,806,54,60,5168,31087,5,5,349,167,1,142,8.9,4384,93.2,100.0,1.0888848031847966,C
1286,제주특별자치도 서귀포시_2020,14,11,10,9,17,19,24,22,181,10,87,1227,9488,1,3,106,54,-,50,2.9,530,93.6,100.0,0.4577270877316977,B
1287,충청남도 천안시_2020,11,15,13,12,17,24,29,29,1161,92,59,10088,41731,4,20,344,193,6,169,14.3,9426,96.8,97.1,2.2093915202421868,D
1288,충청남도 공주시_2020,8,9,8,9,13,16,21,23,111,10,69,1097,4312,1,1,65,25,1,34,37.1,3876,79.1,89.5,0.0759756404439559,A
1289,충청남도 보령시_2020,8,9,8,9,15,15,21,22,115,7,66,1000,4472,1,3,56,23,-,29,9.9,992,78.4,89.5,0.1386281807172997,A
1290,충청남도 아산시_2020,11,15,12,12,16,22,26,28,390,23,92,5317,22616,1,8,132,83,1,63,10.7,3380,86.6,97.7,1.204468686885035,C
1291,충청남도 서산시_2020,11,14,10,10,15,21,25,24,209,21,77,1900,10336,2,-,82,51,-,35,5.9,1037,79.4,98.6,0.5055572240780033,B
1292,충청남도 논산시_2020,7,10,7,8,11,16,20,20,102,17,71,627,5374,1,1,76,32,-,36,24.1,2812,77.4,93.3,0.0609281401847877,A
1293,충청남도 계룡시_2020,10,15,13,11,16,23,28,24,48,3,112,704,2949,-,1,20,14,-,11,6.5,277,97.3,97.9,1.634021061312348,D
1294,충청남도 당진시_2020,10,14,10,10,16,21,25,23,190,19,72,1439,10530,1,4,79,43,-,32,8.1,1339,69.6,90.6,0.3874664325673552,B
1295,충청남도 금산군_2020,5,8,8,7,10,13,21,20,34,3,113,287,2110,-,1,33,14,13,-,11.8,606,81.0,83.8,0.0088956482556915,A
1296,충청남도 부여군_2020,6,6,6,8,11,11,19,21,46,5,88,484,2225,-,1,29,16,-,15,17.5,1142,66.7,88.4,0.0,A
1297,충청남도 서천군_2020,4,7,7,7,8,11,20,19,44,5,64,192,1735,-,6,30,12,-,14,21.9,1136,60.0,87.8,0.0,A
1298,충청남도 청양군_2020,5,6,6,7,8,10,16,18,13,1,152,187,957,-,-,10,6,-,7,7.1,219,55.6,48.7,0.0,A
1299,충청남도 홍성군_2020,10,12,10,9,16,19,24,23,122,22,76,1422,5628,1,-,50,26,2,23,16.3,1632,73.0,92.7,0.2444507646405751,B
1300,충청남도 예산군_2020,6,8,9,8,10,13,22,19,67,8,72,505,2855,1,1,42,22,-,23,5.5,430,62.6,79.4,0.0285042347373594,A
1301,충청남도 태안군_2020,6,7,7,7,10,12,19,19,49,2,85,345,2285,-,2,56,14,1,13,7,436,59.5,96.5,0.0723182737114472,A
1302,세종특별자치시_2021,5,11,9,9,12,17,19,22,767,33,4,300,1397,2,1,276,1,3,79,5.6,2082,98.7,97.0,2.9127880133633086,D
1303,경기도 수원시_2021,11,16,13,10,18,24,29,24,1864,167,62,15710,65671,6,33,768,466,8,362,10.7,12703,99.8,100.0,1.876531568476692,D
1304,경기도 성남시_2021,10,15,12,10,16,24,28,24,1776,118,44,8306,45058,7,18,834,400,7,342,11.7,10932,99.6,100.0,1.0698560871835965,C
1305,경기도 안양시_2021,10,16,13,10,17,24,28,24,921,77,49,5171,26687,3,13,386,257,5,183,8.2,4502,100.0,100.0,1.0839844047726863,C
1306,경기도 부천시_2021,11,15,12,9,16,24,27,23,1150,106,61,8832,37862,6,22,524,297,14,218,14.8,11958,99.9,100.0,0.9148634208306998,C
1307,경기도 광명시_2021,10,14,12,10,14,23,28,24,497,30,63,2717,16124,1,4,216,118,1,89,7.3,2140,98.7,99.9,0.9452252964711024,C
1308,경기도 평택시_2021,11,15,14,12,16,23,29,26,681,64,71,7241,32911,4,11,266,164,5,116,8,4531,90.3,100.0,1.7067124968114475,D
1309,경기도 안산시_2021,12,16,13,9,17,23,27,21,827,95,74,6567,32594,4,18,361,205,17,151,14.6,9498,99.4,99.8,1.6633446757650134,D
1310,경기도 과천시_2021,11,17,13,9,18,25,28,21,82,1,78,451,3543,-,-,38,20,-,14,-,-,98.7,99.1,1.756725906067676,D
1311,경기도 오산시_2021,11,16,15,12,16,24,32,27,288,13,98,4634,16340,2,8,100,76,1,41,12.8,2940,99.0,100.0,2.430891406832356,D
1312,경기도 시흥시_2021,12,16,13,11,17,24,27,26,774,37,74,6231,32306,3,3,249,146,11,74,9.4,4827,96.2,99.9,2.5156500755871902,D
