경상남도 함안군_2016,474,1.416,102.1,-0.36,68937,27977,5.7,52.9,92.8
경상남도 창녕군_2016,389,1.495,98.4,0.54,63982,26985,4.0,69.2,99.2
경상남도 고성군_2016,273,1.208,100.7,-1.33,54703,22601,4.0,59.2,79.4
경상남도 남해군_2016,140,0.994,91.5,-1.53,45129,19687,6.0,74.9,66.1
경상남도 하동군_2016,228,1.269,97.2,-1.41,49622,19389,4.6,70.1,54.0
경상남도 산청군_2016,207,1.732,95.8,0.13,36098,15254,4.1,64.0,46.7
경상남도 함양군_2016,178,1.221,91.7,-0.28,40241,16920,6.6,76.1,62.2
경상남도 거창군_2016,352,1.321,94.4,0.19,63308,25143,7.5,81.0,74.9
경상남도 합천군_2016,174,1.106,90.6,-2.26,48026,20503,4.4,57.6,49.3
경상북도 포항시_2016,4088,1.352,102.1,-0.5,516775,200872,7.0,80.5,95.0
경상북도 경주시_2016,1627,1.258,100.3,-0.02,259452,109282,6.7,90.4,87.3
경상북도 김천시_2016,1123,1.515,100.2,1.6,142256,55804,5.8,76.8,86.9
경상북도 안동시_2016,1330,1.526,97.5,-0.27,168798,68662,5.7,78.2,91.4
경상북도 구미시_2016,4286,1.343,104.5,-0.07,419891,161996,12.8,98.0,99.6
경상북도 영주시_2016,611,1.322,98.6,-0.32,109247,44881,6.4,86.2,87.7
경상북도 영천시_2016,631,1.412,101.5,-0.06,100521,41716,7.0,71.8,94.5
경상북도 상주시_2016,510,1.302,95.9,-0.55,101799,42342,4.5,67.6,72.5
