전라남도 나주시_2016,60.7,80.5,19721,104170378,45692
전라남도 광양시_2016,92.3,86.8,19836,176886009,59402
전라남도 담양군_2016,71.1,78.0,43782,133448080,17122
전라남도 곡성군_2016,67.5,77.9,44703,15477288,13196
전라남도 구례군_2016,88.9,58.5,45309,10906000,11355
전라남도 고흥군_2016,49.9,68.6,45665,31675678,33213
전라남도 보성군_2016,57.4,56.0,45869,24034080,19619
전라남도 화순군_2016,76.9,87.2,46860,74012000,27477
전라남도 장흥군_2016,60.3,80.4,47675,37238230,17000
전라남도 강진군_2016,56.8,60.9,45234,27041759,16467
전라남도 해남군_2016,50.0,68.6,45488,37986279,29983
전라남도 영암군_2016,73.0,83.5,45623,101048377,25351
전라남도 무안군_2016,60.3,98.3,46332,30740673,31598
전라남도 함평군_2016,54.2,85.1,46505,27940331,14455
전라남도 영광군_2016,53.3,91.6,47359,47015634,22596
전라남도 장성군_2016,56.5,87.9,48423,108637200,17703
전라남도 완도군_2016,49.3,96.7,15186,26633097,21159
전라남도 진도군_2016,59.9,99.3,15254,22963322,13740
전라남도 신안군_2016,33.2,90.1,15493,3720000,16673
전북특별자치도 전주시_2016,98.0,99.7,15628,197627900,212863
전북특별자치도 군산시_2016,92.0,98.5,15565,207398894,109477
전북특별자치도 익산시_2016,87.0,99.2,15823,76091104,114436
전북특별자치도 정읍시_2016,77.0,98.2,16063,47833455,45788
전북특별자치도 남원시_2016,80.0,88.1,111134,29871000,33611
전북특별자치도 김제시_2016,59.0,94.7,117942,43831974,37132
전북특별자치도 완주군_2016,66.0,76.5,127990,150497709,35971
전북특별자치도 진안군_2016,70.0,75.9,134308,6398307,10223
전북특별자치도 무주군_2016,74.0,79.1,136676,12353295,10821
전북특별자치도 장수군_2016,76.0,84.9,141072,5498500,9368
전북특별자치도 임실군_2016,63.0,84.4,145465,17980530,12701
전북특별자치도 순창군_2016,49.0,72.7,12392,10110000,12400
전북특별자치도 고창군_2016,65.0,99.5,12369,32453860,24268
전북특별자치도 부안군_2016,67.0,99.9,12283,47775171,23504
제주특별자치도 제주시_2016,91.0,100.0,12417,226476829,148890
제주특별자치도 서귀포시_2016,92.6,100.0,12360,226694949,57984
충청남도 천안시_2016,96.06,95.5,12535,140687116,208736
충청남도 공주시_2016,69.43,95.8,12739,60114957,41322
충청남도 보령시_2016,66.66,96.4,134844,35324504,40843
충청남도 아산시_2016,83.55,99.1,137243,83489213,108957
충청남도 서산시_2016,71.64,94.7,139013,200253628,63024
충청남도 논산시_2016,65.7,93.1,139571,49847710,46943
충청남도 계룡시_2016,95.99,98.5,142418,49221873,16517
충청남도 당진시_2016,62.44,93.3,148396,76388108,58838
충청남도 금산군_2016,76.01,95.3,151342,29454111,22706
충청남도 부여군_2016,51.96,73.8,26534,43391336,28546
충청남도 서천군_2016,53.09,95.2,26985,22699229,24654
충청남도 청양군_2016,50.5,92.4,27366,5959271,13761
충청남도 홍성군_2016,69.66,97.6,27540,36073344,42199
충청남도 예산군_2016,54.85,93.8,27452,36763842,33502
충청남도 태안군_2016,51.28,82.3,27754,35463150,26198
충청북도 청주시_2016,92.2,96.9,27949,337378337,267024
충청북도 충주시_2016,87.9,91.7,396957,108722161,80301
충청북도 제천시_2016,95.0,91.1,399499,56691849,52316
충청북도 보은군_2016,71.2,50.9,401678,17737591,14771
충청북도 옥천군_2016,87.3,85.1,405177,55061021,20738
충청북도 영동군_2016,67.7,79.0,409391,31106651,21088
충청북도 증평군_2016,94.5,99.9,415535,13543795,14585
충청북도 진천군_2016,76.6,84.4,427883,25862494,29146
