행정구역(시군)별(1),산업대분류별(1),2015,2015.1,2015.2,2015.3,2015.4,2016,2016.1,2016.2,2016.3,2016.4,2017,2017.1,2017.2,2017.3,2017.4,2018,2018.1,2018.2,2018.3,2018.4,2019,2019.1,2019.2,2019.3,2019.4,2020,2020.1,2020.2,2020.3,2020.4,2021,2021.1,2021.2,2021.3,2021.4
행정구역(시군)별(1),산업대분류별(1),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명)
사천시,금융 및 보험업,94,-,1170,-,-,92,-,1089,-,-,95,-,1072,-,-,96,-,1037,-,-,95,-,1051,-,-,107,-,970,-,-,107,-,938,-,-
사천시,부동산업,250,-,574,-,-,294,-,764,-,-,300,-,697,-,-,337,-,766,-,-,340,-,768,-,-,427,-,884,-,-,434,-,896,-,-
사천시,전문  과학 및 기술 서비스업,127,-,675,-,-,133,-,674,-,-,140,-,719,-,-,153,-,753,-,-,161,-,707,-,-,215,-,824,-,-,234,-,824,-,-
사천시,"사업시설관리, 사업지원 및 임대 서비스업",78,-,428,-,-,82,-,374,-,-,131,-,608,-,-,153,-,763,-,-,159,-,836,-,-,229,-,792,-,-,225,-,753,-,-
사천시,공공행정  국방 및 사회보장 행정,48,-,1728,-,-,49,-,1649,-,-,49,-,1588,-,-,49,-,1946,-,-,48,-,2034,-,-,47,-,2039,-,-,48,-,1917,-,-
사천시,교육 서비스업,377,-,2823,-,-,395,-,2830,-,-,404,-,2779,-,-,412,-,2733,-,-,431,-,3005,-,-,474,-,2824,-,-,501,-,2855,-,-
사천시,보건업 및 사회복지 서비스업,307,-,3767,-,-,320,-,3968,-,-,350,-,4234,-,-,345,-,4458,-,-,348,-,4590,-,-,365,-,5031,-,-,379,-,5654,-,-
사천시,예술  스포츠 및 여가관련 서비스업,185,-,696,-,-,199,-,759,-,-,227,-,849,-,-,234,-,1006,-,-,245,-,1027,-,-,242,-,901,-,-,257,-,918,-,-
사천시,협회 및 단체  수리  및 기타 개인 서비스업,1125,-,2335,-,-,1135,-,2261,-,-,1071,-,2020,-,-,1121,-,2141,-,-,1160,-,2276,-,-,1258,-,2176,-,-,1305,-,2229,-,-
김해시,계,43387,16332,223790,135259,88531,44218,17056,224543,133947,90596,45057,17608,225875,133530,92345,46488,18073,229441,135258,94183,47914,18687,236717,138333,98384,66649,24624,251446,149202,102244,67905,5097,255401,150403,104998
김해시,농업  임업 및 어업,14,-,127,-,-,14,-,146,-,-,15,-,90,-,-,23,-,263,-,-,22,-,305,-,-,48,-,330,-,-,47,-,354,-,-
김해시,광업,11,-,126,-,-,13,-,170,-,-,12,-,202,-,-,11,-,170,-,-,13,-,194,-,-,13,-,163,-,-,11,-,148,-,-
김해시,제조업,9992,-,94847,-,-,10051,-,93282,-,-,10052,-,92058,-,-,10146,-,91274,-,-,10593,-,91488,-,-,13968,-,92477,-,-,14094,-,91324,-,-
김해시,"전기,가스,증기 및 공기조절 공급업",17,-,637,-,-,15,-,642,-,-,14,-,272,-,-,22,-,296,-,-,34,-,347,-,-,171,-,484,-,-,183,-,520,-,-
김해시,수도·하수 및 폐기물 처리 원료재생업,195,-,1423,-,-,168,-,1434,-,-,183,-,1761,-,-,224,-,2142,-,-,240,-,2156,-,-,333,-,2391,-,-,342,-,2478,-,-
김해시,건설업,1227,-,8717,-,-,1236,-,8579,-,-,1287,-,8886,-,-,1336,-,9429,-,-,1377,-,10408,-,-,4853,-,14533,-,-,5076,-,15853,-,-
김해시,도매 및 소매업,9800,-,28389,-,-,10213,-,29120,-,-,10338,-,29451,-,-,10455,-,29858,-,-,10702,-,30887,-,-,15911,-,33523,-,-,15933,-,34315,-,-
김해시,운수 및 창고업,3696,-,8209,-,-,3472,-,8206,-,-,3494,-,8733,-,-,3956,-,8940,-,-,3950,-,9498,-,-,5402,-,10425,-,-,5766,-,11767,-,-
김해시,숙박 및 음식점업,7281,-,20017,-,-,7425,-,20756,-,-,7679,-,20495,-,-,7994,-,21702,-,-,8273,-,22770,-,-,9225,-,20016,-,-,9272,-,20306,-,-
김해시,정보통신업,112,-,1233,-,-,107,-,1188,-,-,105,-,1132,-,-,114,-,1286,-,-,122,-,1278,-,-,347,-,1742,-,-,378,-,1839,-,-
김해시,금융 및 보험업,289,-,3862,-,-,292,-,3759,-,-,305,-,3846,-,-,308,-,3733,-,-,322,-,3978,-,-,401,-,4247,-,-,410,-,4450,-,-
