"행정구역(동읍면)별","5세별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년",
"성동구","95 - 99세","총인구수[명]","명","206","209","230","241","234","252","195","201","217",
"성동구","95 - 99세","남자인구수[명]","명","51","56","61","70","71","75","49","49","51",
"성동구","95 - 99세","여자인구수[명]","명","155","153","169","171","163","177","146","152","166",
"성동구","100+","총인구수[명]","명","177","198","215","229","234","251","48","45","44",
"성동구","100+","남자인구수[명]","명","52","54","57","63","64","72","14","13","14",
"성동구","100+","여자인구수[명]","명","125","144","158","166","170","179","34","32","30",
"광진구","15 - 19세","총인구수[명]","명","20416","18945","17618","16409","15247","13694","12907","12958","12551",
"광진구","15 - 19세","남자인구수[명]","명","10458","9699","9034","8394","7768","6922","6523","6440","6247",
"광진구","15 - 19세","여자인구수[명]","명","9958","9246","8584","8015","7479","6772","6384","6518","6304",
"광진구","20 - 24세","총인구수[명]","명","27523","27368","27180","26671","26183","26193","24936","23990","22861",
"광진구","20 - 24세","남자인구수[명]","명","13507","13317","12989","12489","12076","11935","11274","10939","10468",
"광진구","20 - 24세","여자인구수[명]","명","14016","14051","14191","14182","14107","14258","13662","13051","12393",
"광진구","25 - 29세","총인구수[명]","명","31540","32092","33369","34585","35568","36747","36680","36230","35988",
"광진구","25 - 29세","남자인구수[명]","명","15334","15555","16178","16843","17310","17586","17570","17132","16829",
"광진구","25 - 29세","여자인구수[명]","명","16206","16537","17191","17742","18258","19161","19110","19098","19159",
"광진구","30 - 34세","총인구수[명]","명","34279","32302","31210","30081","29666","29113","29483","30691","31547",
"광진구","30 - 34세","남자인구수[명]","명","17053","16034","15472","14838","14577","14410","14653","15376","15846",
"광진구","30 - 34세","여자인구수[명]","명","17226","16268","15738","15243","15089","14703","14830","15315","15701",
"광진구","35 - 39세","총인구수[명]","명","29009","29496","29988","30366","28509","26870","25232","24010","23396",
"광진구","35 - 39세","남자인구수[명]","명","14646","14875","15054","15107","14179","13286","12504","11881","11577",
"광진구","35 - 39세","여자인구수[명]","명","14363","14621","14934","15259","14330","13584","12728","12129","11819",
"광진구","40 - 44세","총인구수[명]","명","30177","28370","27455","25848","25329","24874","24851","24775","24921",
"광진구","40 - 44세","남자인구수[명]","명","15016","14094","13611","12880","12545","12287","12266","12139","12133",
"광진구","40 - 44세","여자인구수[명]","명","15161","14276","13844","12968","12784","12587","12585","12636","12788",
"광진구","45 - 49세","총인구수[명]","명","30616","31069","31017","30316","29161","27608","25619","24463","23182",
"광진구","45 - 49세","남자인구수[명]","명","15001","15213","15146","14805","14341","13596","12594","12024","11440",
"광진구","45 - 49세","여자인구수[명]","명","15615","15856","15871","15511","14820","14012","13025","12439","11742",
"광진구","65 - 69세","총인구수[명]","명","14610","14402","15085","15262","16066","17538","18726","19351","20506",
"광진구","65 - 69세","남자인구수[명]","명","6953","6775","7140","7225","7611","8305","8850","9164","9672",
"광진구","65 - 69세","여자인구수[명]","명","7657","7627","7945","8037","8455","9233","9876","10187","10834",
"광진구","70 - 74세","총인구수[명]","명","11098","11300","11576","12069","12447","12852","12461","13004","13282",
"광진구","70 - 74세","남자인구수[명]","명","5349","5376","5409","5590","5755","5939","5699","5979","6130",
"광진구","70 - 74세","여자인구수[명]","명","5749","5924","6167","6479","6692","6913","6762","7025","7152",
"광진구","75 - 79세","총인구수[명]","명","7524","8121","8980","9278","9496","9576","9472","9714","10289",
"광진구","75 - 79세","남자인구수[명]","명","3374","3693","4103","4242","4342","4375","4330","4374","4610",
"광진구","75 - 79세","여자인구수[명]","명","4150","4428","4877","5036","5154","5201","5142","5340","5679",
"광진구","80 - 84세","총인구수[명]","명","4002","4349","4777","5234","5766","6105","6503","7111","7362",
"광진구","80 - 84세","남자인구수[명]","명","1424","1609","1838","2078","2345","2563","2777","3068","3157",
"광진구","80 - 84세","여자인구수[명]","명","2578","2740","2939","3156","3421","3542","3726","4043","4205",
"광진구","85 - 89세","총인구수[명]","명","1921","2029","2180","2316","2496","2745","2992","3214","3566",
"광진구","85 - 89세","남자인구수[명]","명","600","631","696","734","821","903","1003","1123","1285",
"광진구","85 - 89세","여자인구수[명]","명","1321","1398","1484","1582","1675","1842","1989","2091","2281",
"광진구","90 - 94세","총인구수[명]","명","687","689","765","825","936","990","1003","1049","1135",
"광진구","90 - 94세","남자인구수[명]","명","179","170","197","231","268","290","279","293","324",
"광진구","90 - 94세","여자인구수[명]","명","508","519","568","594","668","700","724","756","811",
"광진구","95 - 99세","총인구수[명]","명","208","228","250","258","269","287","243","252","278",
"광진구","95 - 99세","남자인구수[명]","명","53","54","57","60","64","71","58","61","66",
"광진구","95 - 99세","여자인구수[명]","명","155","174","193","198","205","216","185","191","212",
"광진구","100+","총인구수[명]","명","155","174","177","190","205","218","50","42","43",
"광진구","100+","남자인구수[명]","명","32","37","39","40","43","54","12","13","13",
"광진구","100+","여자인구수[명]","명","123","137","138","150","162","164","38","29","30",
"동대문구","15 - 19세","총인구수[명]","명","18197","17204","15971","14990","14016","12589","11862","11900","11806",
"동대문구","15 - 19세","남자인구수[명]","명","9255","8763","8110","7556","7052","6305","5950","5980","5901",
"동대문구","15 - 19세","여자인구수[명]","명","8942","8441","7861","7434","6964","6284","5912","5920","5905",
"동대문구","20 - 24세","총인구수[명]","명","26761","26261","25790","25740","25485","26031","25705","25652","25711",
"동대문구","20 - 24세","남자인구수[명]","명","13493","13162","12852","12522","12109","12053","11615","11536","11368",
"동대문구","20 - 24세","여자인구수[명]","명","13268","13099","12938","13218","13376","13978","14090","14116","14343",
"동대문구","25 - 29세","총인구수[명]","명","27656","27808","28376","28549","29543","30300","30566","30577","31161",
"동대문구","25 - 29세","남자인구수[명]","명","14739","14859","15140","15214","15668","15925","15891","15585","15637",
"동대문구","25 - 29세","여자인구수[명]","명","12917","12949","13236","13335","13875","14375","14675","14992","15524",
"동대문구","30 - 34세","총인구수[명]","명","29417","27277","25312","24523","24362","24435","24792","25407","26698",
"동대문구","30 - 34세","남자인구수[명]","명","15195","14140","13200","12695","12690","12658","12690","13011","13778",
"동대문구","30 - 34세","여자인구수[명]","명","14222","13137","12112","11828","11672","11777","12102","12396","12920",
"동대문구","35 - 39세","총인구수[명]","명","28164","28095","27815","28266","27096","25740","24231","23160","22764",
"동대문구","35 - 39세","남자인구수[명]","명","14594","14489","14399","14604","13983","13259","12506","11989","11694",
"동대문구","35 - 39세","여자인구수[명]","명","13570","13606","13416","13662","13113","12481","11725","11171","11070",
"동대문구","40 - 44세","총인구수[명]","명","29559","27737","26333","24950","24657","24284","24494","24836","25776",
"동대문구","40 - 44세","남자인구수[명]","명","15552","14490","13548","12981","12746","12588","12659","12864","13218",
"동대문구","40 - 44세","여자인구수[명]","명","14007","13247","12785","11969","11911","11696","11835","11972","12558",
"동대문구","45 - 49세","총인구수[명]","명","28797","29403","29457","28780","27806","26346","24508","23572","22919",
"동대문구","45 - 49세","남자인구수[명]","명","14787","14982","15178","14753","14306","13536","12606","12078","11850",
"동대문구","45 - 49세","여자인구수[명]","명","14010","14421","14279","14027","13500","12810","11902","11494","11069",
"동대문구","65 - 69세","총인구수[명]","명","17803","17506","17901","17891","18664","20001","21037","21602","22675",
"동대문구","65 - 69세","남자인구수[명]","명","8400","8237","8416","8562","8909","9530","10075","10377","10867",
"동대문구","65 - 69세","여자인구수[명]","명","9403","9269","9485","9329","9755","10471","10962","11225","11808",
"동대문구","70 - 74세","총인구수[명]","명","14977","14867","14775","15035","15368","15615","15029","15442","15631",
"동대문구","70 - 74세","남자인구수[명]","명","6946","6815","6736","6772","7006","7148","6920","7056","7262",
"동대문구","70 - 74세","여자인구수[명]","명","8031","8052","8039","8263","8362","8467","8109","8386","8369",
"동대문구","75 - 79세","총인구수[명]","명","10306","11008","12136","12473","12574","12580","12261","12325","12717",
"동대문구","75 - 79세","남자인구수[명]","명","4599","4950","5459","5615","5591","5589","5403","5424","5495",
"동대문구","75 - 79세","여자인구수[명]","명","5707","6058","6677","6858","6983","6991","6858","6901","7222",
"동대문구","80 - 84세","총인구수[명]","명","5476","5926","6456","6968","7462","7851","8271","9144","9556",
"동대문구","80 - 84세","남자인구수[명]","명","2116","2375","2616","2864","3139","3287","3449","3819","3990",
"동대문구","80 - 84세","여자인구수[명]","명","3360","3551","3840","4104","4323","4564","4822","5325","5566",
"동대문구","85 - 89세","총인구수[명]","명","2406","2577","2723","2944","3301","3670","3872","4169","4524",
"동대문구","85 - 89세","남자인구수[명]","명","725","801","924","990","1136","1287","1367","1504","1664",
"동대문구","85 - 89세","여자인구수[명]","명","1681","1776","1799","1954","2165","2383","2505","2665","2860",
"동대문구","90 - 94세","총인구수[명]","명","869","887","993","1068","1141","1220","1202","1259","1347",
"동대문구","90 - 94세","남자인구수[명]","명","255","248","261","280","330","339","318","369","384",
"동대문구","90 - 94세","여자인구수[명]","명","614","639","732","788","811","881","884","890","963",
"동대문구","95 - 99세","총인구수[명]","명","266","288","317","353","384","362","268","259","283",
"동대문구","95 - 99세","남자인구수[명]","명","90","87","91","119","125","124","70","51","58",
"동대문구","95 - 99세","여자인구수[명]","명","176","201","226","234","259","238","198","208","225",
"동대문구","100+","총인구수[명]","명","228","242","246","259","276","313","69","55","57",
"동대문구","100+","남자인구수[명]","명","60","68","71","69","80","94","19","10","11",
"동대문구","100+","여자인구수[명]","명","168","174","175","190","196","219","50","45","46",
"중랑구","15 - 19세","총인구수[명]","명","22291","20800","18912","17527","16001","14379","13392","12997","12419",
"중랑구","15 - 19세","남자인구수[명]","명","11653","10870","9886","8998","8183","7336","6805","6626","6330",
"중랑구","15 - 19세","여자인구수[명]","명","10638","9930","9026","8529","7818","7043","6587","6371","6089",
"중랑구","20 - 24세","총인구수[명]","명","29404","28727","27572","26247","24589","23622","22060","20715","19480",
"중랑구","20 - 24세","남자인구수[명]","명","14891","14676","14138","13446","12433","11758","10969","10065","9242",
"중랑구","20 - 24세","여자인구수[명]","명","14513","14051","13434","12801","12156","11864","11091","10650","10238",
"중랑구","25 - 29세","총인구수[명]","명","29420","29833","30747","31243","31662","32490","32068","31563","30562",
"중랑구","25 - 29세","남자인구수[명]","명","14655","14784","15287","15565","15752","16035","15668","15282","14752",
"중랑구","25 - 29세","여자인구수[명]","명","14765","15049","15460","15678","15910","16455","16400","16281","15810",
