시도별,농업·임업 및 어업/사업체,농업·임업 및 어업/종사자,광업/사업체,광업/종사자,제조업/사업체,제조업/종사자,전기·가스·증기 및 공기조절 공급업/사업체,전기·가스·증기 및 공기조절 공급업/종사자,수도 하수 및 폐기물처리 원료 재생업/사업체,수도 하수 및 폐기물처리 원료 재생업/종사자,건설업/사업체,건설업/종사자,도매 및 소매업/사업체,도매 및 소매업/종사자,운수 및 창고업/사업체,운수 및 창고업/종사자,숙박 및 음식점업/사업체,숙박 및 음식점업/종사자,정보통신업/사업체,정보통신업/종사자,금융 및 보험업/사업체,금융 및 보험업/종사자,부동산업/사업체,부동산업/종사자,전문 과학 및 기술서비스업/사업체,전문 과학 및 기술서비스업/종사자,사업시설관리 사업지원 및 임대 서비스업/사업체,사업시설관리 사업지원 및 임대 서비스업/종사자,공공행정 국방 및 사회보장 행정/사업체,공공행정 국방 및 사회보장 행정/종사자,교육서비스업/사업체,교육서비스업/종사자,보건업 및 사회복지서비스업/사업체,보건업 및 사회복지서비스업/종사자,예술 스포츠 및 여가 관련 서비스업/사업체,예술 스포츠 및 여가 관련 서비스업/종사자,협회 및 단체 수리 및 기타 개인서비스업/사업체,협회 및 단체 수리 및 기타 개인서비스업/종사자,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 순천시,16,133,4,40,"1,190","7,412",19,431,41,461,950,"9,757","6,024","15,942","2,103","5,394","4,504","12,092",81,917,302,"4,834",591,"2,700",432,"2,364",310,"2,907",82,"3,961","1,232","9,104",789,"10,767",737,"2,447","2,748","6,007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 나주시,47,"1,395",11,114,754,"5,943",16,"2,344",52,251,384,"5,791","2,037","5,018",593,"1,165","1,307","3,784",76,755,83,956,273,686,171,"1,899",110,739,73,"2,853",243,"3,274",319,"4,380",181,824,812,"1,590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 광양시,12,67,4,31,848,"16,113",14,234,54,"1,118",594,"7,064","2,802","7,201",780,"6,825","2,741","6,283",67,548,102,"1,179",299,"1,205",151,829,179,"6,287",60,"2,009",541,"4,059",381,"3,711",379,949,"1,340","5,330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 담양군,30,193,1,5,623,"4,232",5,46,13,152,244,"2,469",927,"2,253",259,977,747,"2,031",26,161,35,261,53,161,44,284,38,229,42,"1,013",81,"1,331",144,"1,717",58,396,344,889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 곡성군,16,176,2,14,200,"2,885",3,34,16,79,110,752,533,988,131,467,399,930,19,83,22,209,14,19,24,130,20,145,34,"1,291",66,840,98,"1,312",66,418,269,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 구례군,7,47,0,0,164,741,7,99,10,25,95,474,609,"1,169",104,325,656,"1,327",12,77,25,184,26,64,24,84,20,102,31,866,66,596,83,"1,105",51,173,259,462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 고흥군,34,205,7,37,473,"2,835",12,81,12,131,251,"1,862","1,590","3,093",341,709,942,"1,928",32,178,67,697,35,64,56,146,35,124,60,"1,398",142,"1,220",205,"2,404",87,201,712,"1,170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 보성군,32,313,1,4,294,"1,016",12,76,16,83,239,"1,912","1,202","2,355",248,564,681,"1,496",24,127,47,322,25,52,45,188,33,105,62,"1,221",121,"1,072",128,"1,629",67,209,506,810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 화순군,36,231,2,252,522,"3,511",14,118,15,48,314,"2,987","1,135","2,682",736,906,805,"2,081",31,145,42,357,101,365,110,"1,189",46,326,54,"1,204",212,"1,628",234,"4,172",123,785,546,"1,021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 장흥군,46,361,3,16,344,"1,766",11,115,16,100,192,"1,104","1,066","2,301",192,449,671,"1,400",18,92,50,410,46,96,54,249,28,60,49,"1,405",104,889,139,"1,255",72,299,511,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 강진군,24,185,2,15,265,"1,204",12,106,5,57,141,918,987,"1,868",180,372,564,"1,131",21,103,33,443,24,55,44,329,24,85,49,"1,034",109,892,111,"1,140",73,265,441,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 해남군,56,414,12,170,524,"3,610",14,84,12,90,240,"1,574","1,657","3,731",313,799,"1,095","2,448",20,192,75,950,57,132,72,247,49,126,64,"1,794",185,"1,489",210,"2,400",85,368,770,"1,499",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 영암군,23,197,5,44,776,"17,627",10,117,21,107,285,"3,764","1,134","2,689",313,"1,368",822,"2,062",21,241,47,414,48,132,70,480,46,325,42,"1,221",141,"1,610",179,"1,862",83,588,452,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 무안군,15,186,20,55,506,"2,646",8,137,20,254,165,"1,291","1,421","3,597",383,795,"1,077","2,782",21,150,79,"1,048",162,578,84,474,25,163,54,"4,353",263,"3,123",250,"2,640",134,939,642,"1,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 함평군,37,426,3,24,297,"1,921",6,53,9,80,115,"1,011",689,"1,491",176,470,374,844,18,90,27,227,21,57,31,91,18,152,36,908,68,775,123,"1,280",53,336,353,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 영광군,27,290,154,352,828,"2,479",20,"1,687",14,80,199,"1,450","1,224","2,514",263,484,752,"1,699",20,128,46,532,47,156,60,463,74,"1,017",47,"1,143",148,"1,308",165,"1,793",73,263,511,"1,042",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 장성군,14,169,3,29,500,"5,174",6,63,19,127,168,"1,531",849,"1,980",289,868,571,"1,200",24,156,29,263,51,96,47,242,29,277,31,"1,056",96,"1,104",119,"1,207",62,447,358,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 완도군,24,116,3,82,333,"1,628",19,126,17,97,174,"1,053","1,368","2,978",201,664,"1,029","2,053",33,147,54,490,38,65,35,170,31,77,67,"1,561",150,"1,193",141,"1,153",94,281,555,841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 진도군,37,173,4,19,200,808,24,161,14,61,170,890,838,"1,686",141,299,561,"1,081",19,97,36,346,17,23,26,108,11,20,40,"1,218",87,763,102,788,80,269,386,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전라남도 신안군,10,39,810,"1,954",163,872,48,187,9,33,115,754,474,866,165,379,556,"1,047",34,142,26,281,11,20,15,59,25,75,78,"1,515",86,805,109,739,32,116,351,402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도 전주시,19,350,3,40,"2,525","14,166",20,864,62,825,"1,977","22,364","14,412","39,401","5,570","11,386","8,925","26,995",370,"3,818",723,"12,781","2,191","7,188","1,427","7,805",762,"9,860",115,"9,268","3,294","23,199","2,131","27,197","1,580","4,492","6,522","14,652",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도 군산시,23,266,8,166,"1,749","27,175",26,677,70,998,741,"5,380","6,189","14,148","1,922","5,334","4,424","11,354",73,577,225,"3,222",790,"2,395",355,"1,745",292,"4,017",124,"3,786","1,044","9,119",825,"9,777",550,"1,398","2,791","5,483",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도 익산시,53,484,26,263,"2,381","24,420",14,276,71,797,654,"5,910","6,203","15,186","2,568","6,093","3,734","10,023",83,814,235,"3,398",608,"2,210",382,"2,041",270,"4,037",91,"2,927","1,211","9,656",901,"10,907",595,"1,774","2,975","6,161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도 정읍시,52,414,8,61,823,"8,044",13,189,36,234,320,"1,759","2,483","5,467",808,"1,764","1,568","3,439",46,410,94,"1,341",143,485,151,"1,051",98,582,82,"2,066",411,"3,049",405,"4,480",211,813,"1,237","2,090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도 남원시,20,135,14,198,610,"3,242",7,103,10,90,296,"1,629","2,084","4,426",592,"1,084","1,412","3,359",34,218,90,"1,114",117,384,102,568,59,403,73,"2,044",314,"2,381",310,"3,479",152,740,875,"1,569",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도 김제시,56,498,1,1,907,"9,604",16,73,49,253,344,"1,889","1,966","5,049",660,"1,435","1,032","2,417",26,256,61,785,139,352,104,431,75,573,56,"1,794",276,"2,144",298,"3,406",156,570,904,"1,742",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도 완주군,23,371,2,35,861,"20,135",6,42,18,118,233,"1,658","1,583","4,116",577,"2,121","1,252","3,696",29,393,39,353,220,483,87,"3,195",71,"1,246",44,"1,483",306,"4,107",285,"3,391",112,370,727,"1,548",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도 진안군,11,181,0,0,280,"1,272",7,82,10,79,104,795,452,951,96,261,312,677,17,103,28,259,12,23,26,187,17,185,38,"1,038",68,705,93,778,23,71,217,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도 무주군,8,102,1,6,169,620,9,124,5,32,140,757,563,"1,012",87,365,622,"1,722",14,69,23,167,92,245,35,79,22,180,28,790,62,578,86,995,60,314,244,458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도 장수군,13,156,2,24,154,970,7,68,5,61,73,314,349,778,82,118,307,648,12,93,22,177,17,33,24,109,14,62,26,847,59,578,74,643,36,292,199,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도 임실군,28,95,2,6,228,"1,603",7,67,13,51,138,737,572,"1,109",193,331,352,744,18,100,34,347,20,67,23,173,17,41,49,990,79,893,114,799,44,320,278,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도 순창군,19,160,1,25,258,"1,535",8,102,7,57,118,677,557,"1,146",111,255,360,780,19,97,32,239,19,48,21,84,19,113,48,911,81,795,117,"1,164",50,187,291,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도 고창군,52,300,25,95,458,"2,202",14,97,13,130,320,"1,871","1,445","2,895",335,617,816,"1,892",30,152,50,531,72,155,66,261,57,141,65,"1,220",206,"1,357",192,"1,964",120,584,752,"1,331",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전북특별자치도 부안군,23,144,15,85,365,"2,708",12,155,11,82,176,"1,044","1,408","3,008",341,773,"1,162","3,030",24,150,49,871,95,211,52,174,35,144,59,"1,672",174,"1,457",171,"1,875",103,372,576,"1,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제주특별자치도 제주시,209,"1,382",11,169,"1,736","8,756",23,821,72,671,"2,110","19,017","10,361","31,431","4,612","11,978","10,604","33,786",306,"4,376",499,"6,511","1,715","4,923",946,"5,532","1,042","9,530",139,"9,032","2,036","14,662","1,379","16,246","1,151","6,815","4,070","10,597",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
제주특별자치도 서귀포시,177,"1,684",4,41,472,"2,315",12,317,28,282,434,"3,361","3,753","10,296","1,149","2,289","4,967","16,915",34,256,165,"2,122",410,"1,126",141,"1,144",201,"1,143",75,"2,799",531,"4,673",442,"4,487",421,"3,954","1,354","2,749",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도 천안시,39,357,6,65,"4,888","82,173",15,413,91,"1,190","1,829","13,228","11,592","34,136","4,452","11,265","8,928","27,394",250,"1,997",502,"6,946","2,093","6,037","1,118","7,729",871,"14,153",99,"4,654","2,254","21,895","1,774","19,989","1,471","4,287","5,090","12,231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도 공주시,19,137,5,46,777,"8,722",8,99,35,335,399,"3,354","2,220","5,693",613,"1,798","2,061","5,166",42,344,96,"1,187",244,835,165,"1,182",103,"1,326",53,"2,639",331,"4,400",342,"4,172",224,937,"1,115","2,403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도 보령시,22,353,11,79,613,"5,494",17,"1,771",19,229,338,"3,556","2,359","5,367",596,"1,386","2,339","5,637",39,270,83,"1,168",141,527,110,485,67,512,68,"1,929",324,"2,320",275,"2,996",247,513,988,"2,095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도 아산시,33,329,12,167,"2,996","86,212",11,461,49,663,692,"6,166","4,568","12,834","1,851","4,975","4,512","13,015",104,619,184,"2,182",775,"2,250",350,"2,034",304,"3,737",52,"2,091",885,"10,414",911,"8,595",564,"1,595","2,083","4,914",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도 서산시,19,319,15,96,797,"20,809",14,410,41,437,498,"5,709","3,214","8,233",913,"3,259","2,856","7,208",47,434,136,"1,541",425,"1,131",227,"1,238",153,"2,072",67,"2,419",536,"4,268",400,"4,234",307,927,"1,463","3,554",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도 논산시,45,440,1,9,"1,117","10,839",5,68,39,455,384,"2,189","2,891","6,802",983,"2,015","1,953","4,480",40,255,120,"1,336",215,566,124,681,89,489,49,"2,103",350,"3,446",390,"4,603",267,624,"1,340","2,932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도 계룡시,2,20,0,0,97,932,4,36,8,62,68,388,531,"1,339",127,576,456,"1,160",16,562,27,230,75,340,31,123,21,128,12,734,178,"1,064",128,910,74,388,277,494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도 당진시,34,306,8,72,"1,170","29,120",15,"1,357",45,619,535,"5,455","3,004","7,555","1,059","3,366","2,732","6,552",42,418,104,"1,181",489,"1,450",215,"1,223",164,"3,565",54,"1,807",439,"3,626",425,"4,577",374,980,"1,371","3,849",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도 금산군,22,89,11,109,"1,086","9,882",16,155,23,240,208,"1,265","1,840","3,539",310,929,866,"2,167",24,166,48,376,97,219,67,287,34,259,32,"1,233",138,"1,882",181,"1,450",91,338,510,978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도 부여군,42,394,8,73,380,"2,942",4,106,21,175,223,"1,703","1,364","3,079",423,810,"1,001","2,193",27,151,57,580,76,184,64,356,62,479,51,"1,312",167,"1,719",184,"2,021",90,627,675,"1,068",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도 서천군,18,189,0,0,472,"4,940",6,362,24,157,198,"1,315","1,335","2,407",288,985,929,"2,018",25,145,44,517,90,178,53,701,51,566,47,"1,118",144,"1,151",183,"1,998",96,214,619,"1,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도 청양군,30,206,1,9,290,"2,815",7,88,15,66,184,980,784,"1,546",214,470,533,"1,191",23,110,32,277,36,78,38,197,27,112,35,915,76,796,100,"1,023",72,229,484,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도 홍성군,21,411,3,52,578,"5,406",6,69,23,234,380,"3,322","2,257","5,370",570,"1,363","1,660","3,953",41,390,102,"1,242",249,785,133,631,79,723,51,"3,757",320,"3,070",259,"3,062",192,412,"1,003","2,389",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도 예산군,27,227,5,22,678,"8,891",5,95,25,251,296,"2,017","1,703","3,568",605,"1,165","1,534","3,511",31,184,84,911,155,463,111,421,64,250,43,"2,374",223,"1,717",216,"1,888",210,555,856,"1,997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도 태안군,10,58,20,68,227,833,9,"1,327",24,187,195,"1,793","1,524","3,255",330,730,"2,228","4,851",21,126,50,548,115,239,70,906,37,148,42,"1,455",149,"1,288",145,"1,600",139,651,606,"1,163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청북도 청주시,35,591,15,169,"4,963","79,044",23,"1,110",149,"1,642","2,288","21,667","15,152","43,135","5,957","14,533","11,719","32,530",306,"3,546",604,"8,946","2,202","8,455","1,292","10,814",848,"15,682",163,"13,587","3,067","26,232","2,253","26,112","2,129","5,723","6,774","15,420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청북도 충주시,37,658,21,171,"1,413","18,671",11,533,50,472,723,"5,923","4,458","11,038","1,624","3,623","3,989","10,148",72,631,173,"2,219",518,"1,572",293,"1,522",232,"3,124",87,"2,838",776,"7,442",552,"6,810",547,"2,453","2,091","4,570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청북도 제천시,28,168,23,174,847,"7,755",5,162,38,413,637,"4,458","3,300","8,005","1,118","3,964","3,011","6,972",45,296,108,"1,351",349,"1,107",177,697,148,"1,649",54,"1,895",501,"4,563",379,"4,357",391,"1,046","1,574","3,414",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청북도 보은군,20,125,4,30,281,"3,288",3,65,8,98,154,880,790,"1,359",225,444,658,"1,307",21,102,39,303,49,91,36,166,26,114,39,"1,052",101,849,101,"1,207",67,349,326,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청북도 옥천군,9,112,3,5,598,"6,061",7,108,17,137,210,"1,478",936,"2,135",353,954,775,"1,770",22,132,44,453,81,210,63,377,41,170,36,"1,119",120,"1,194",158,"1,802",94,266,469,861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청북도 영동군,17,126,2,16,295,"2,629",2,69,12,184,207,"1,716",883,"1,740",276,709,761,"1,662",27,150,48,438,65,133,60,329,38,220,39,"1,264",142,"1,467",164,"1,556",82,214,469,897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청북도 증평군,7,68,0,0,244,"3,689",4,59,11,52,96,518,705,"1,718",266,509,611,"1,432",6,45,25,240,74,254,26,77,40,466,10,563,110,880,101,936,84,298,394,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청북도 진천군,26,219,5,77,"1,186","27,427",4,73,46,442,264,"1,977","1,310","3,463",580,"1,213","1,364","3,211",24,550,45,458,187,621,84,365,110,"1,066",29,"1,010",178,"1,767",159,"1,637",159,"1,076",541,"1,049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청북도 괴산군,16,168,7,71,309,"3,690",5,75,23,123,112,771,542,"1,464",217,368,797,"1,685",15,142,31,246,67,100,50,205,17,39,38,"1,081",81,"1,276",103,931,50,150,312,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청북도 음성군,31,397,0,0,"1,962","37,178",4,87,45,361,321,"2,058","1,873","4,808",780,"1,818","1,809","4,382",20,153,78,778,268,822,139,"1,501",153,"1,524",40,"2,120",225,"2,725",266,"3,586",233,712,776,"1,727",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청북도 단양군,7,52,14,234,204,"2,046",5,72,14,149,201,"1,793",683,"1,284",192,757,874,"2,077",14,69,27,213,39,87,33,126,45,831,31,"1,034",81,668,93,805,86,472,350,"1,238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서울특별시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천광역시,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경기도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
강원도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충청남도,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
