시도별,농업·임업 및 어업/사업체,농업·임업 및 어업/종사자,광업/사업체,광업/종사자,제조업/사업체,제조업/종사자,전기·가스·증기 및 공기조절 공급업/사업체,전기·가스·증기 및 공기조절 공급업/종사자,수도 하수 및 폐기물처리 원료 재생업/사업체,수도 하수 및 폐기물처리 원료 재생업/종사자,건설업/사업체,건설업/종사자,도매 및 소매업/사업체,도매 및 소매업/종사자,운수 및 창고업/사업체,운수 및 창고업/종사자,숙박 및 음식점업/사업체,숙박 및 음식점업/종사자,정보통신업/사업체,정보통신업/종사자,금융 및 보험업/사업체,금융 및 보험업/종사자,부동산업/사업체,부동산업/종사자,전문 과학 및 기술서비스업/사업체,전문 과학 및 기술서비스업/종사자,사업시설관리 사업지원 및 임대 서비스업/사업체,사업시설관리 사업지원 및 임대 서비스업/종사자,공공행정 국방 및 사회보장 행정/사업체,공공행정 국방 및 사회보장 행정/종사자,교육서비스업/사업체,교육서비스업/종사자,보건업 및 사회복지서비스업/사업체,보건업 및 사회복지서비스업/종사자,예술 스포츠 및 여가 관련 서비스업/사업체,예술 스포츠 및 여가 관련 서비스업/종사자,협회 및 단체 수리 및 기타 개인서비스업/사업체,협회 및 단체 수리 및 기타 개인서비스업/종사자
대구광역시 수성구_2019,0,0,0,0,772,"2,768",10,189,18,291,"1,118","14,592","5,628","17,499","2,335","4,042","5,213","17,953",169,"1,890",401,"8,212","1,671","5,392","1,102","6,232",378,"8,705",71,"6,134","3,012","15,456","1,221","13,983","1,012","3,705","3,432","6,622"
대구광역시 달서구_2019,1,50,1,10,"5,793","55,220",15,112,87,986,"1,322","10,777","8,863","26,888","5,328","12,712","7,460","21,382",206,"1,936",405,"5,800","1,617","5,242",903,"5,239",629,"9,469",78,"5,206","2,491","20,220","1,528","19,598","1,494","4,394","4,458","8,732"
대구광역시 달성군_2019,13,194,2,20,"4,293","48,507",13,227,93,892,632,"4,613","3,569","9,514","2,355","5,283","2,965","8,286",46,260,99,949,685,"2,124",166,"1,337",214,"1,837",45,"3,013",862,"7,136",646,"7,474",481,"1,671","1,531","2,794"
대전광역시 동구_2019,1,30,0,0,"1,966","6,302",8,509,16,197,600,"5,508","5,056","13,981","2,505","7,451","3,332","8,712",106,738,113,900,556,"1,408",238,"1,767",268,"4,336",44,"2,166",665,"7,566",765,"8,769",524,"1,284","2,086","3,887"
대전광역시 중구_2019,1,40,1,10,865,"3,164",3,341,21,595,741,"6,995","5,446","15,619","2,368","5,423","4,020","11,234",142,"1,458",283,"5,653",668,"2,114",417,"2,119",464,"7,677",50,"3,266",897,"7,687",878,"15,573",698,"2,212","2,765","5,347"
대전광역시 서구_2019,7,346,0,0,"1,007","3,882",17,363,30,309,"1,185","14,305","8,763","27,050","4,457","6,665","6,533","21,336",431,"5,223",727,"12,965","1,661","6,892","1,440","8,332",790,"16,025",103,"14,974","2,136","18,458","1,740","22,440","1,363","4,224","4,250","8,935"
대전광역시 유성구_2019,9,40,1,10,"1,696","21,690",17,297,20,276,904,"12,621","6,085","19,411","1,664","3,918","5,252","18,134",574,"7,086",180,"1,533","1,229","3,611","1,135","34,131",436,"5,485",55,"4,960","1,566","18,782","1,041","12,203",853,"3,225","2,505","5,794"
대전광역시 대덕구_2019,0,0,2,20,"2,846","28,442",15,341,54,"1,998",810,"5,232","5,246","16,119","2,002","6,957","2,630","6,884",61,485,97,809,398,"1,043",222,"1,798",233,"5,951",31,"1,591",610,"4,851",547,"7,504",503,"1,141","1,882","4,366"
부산광역시 중구_2019,20,"1,373",2,13,630,"1,594",0,0,10,189,140,"1,309","5,784","13,037","2,102","19,768","2,741","8,130",98,787,207,"2,232",393,"1,026",345,"2,233",369,"5,180",37,"2,345",171,"1,096",240,"3,477",291,751,"1,039","2,222"
부산광역시 서구_2019,19,"1,001",3,19,471,"2,931",3,71,13,218,190,"1,233","3,445","9,020",777,"3,124","1,805","5,163",31,180,64,520,265,805,122,477,171,"2,421",32,"1,497",356,"3,324",357,"10,964",170,602,"1,051","1,968"
부산광역시 동구_2019,4,37,2,13,"1,167","2,926",4,6,9,137,403,"4,842","4,706","12,428","1,125","10,877","2,237","6,117",112,"1,165",382,"7,538",433,"1,853",444,"3,486",463,"10,652",48,"2,248",249,"1,904",398,"6,741",180,683,"1,460","3,170"
부산광역시 영도구_2019,3,191,0,0,"1,608","9,815",2,3,22,296,265,"1,699","2,148","5,728","1,077","3,562","1,754","4,435",46,393,48,319,265,603,119,"1,875",162,"2,961",37,"2,285",305,"4,087",303,"5,418",176,548,"1,054","1,977"
부산광역시 부산진구_2019,0,0,0,0,"2,097","7,348",1,2,16,565,"1,082","14,348","10,123","28,079","2,490","6,813","6,629","21,949",207,"1,122",765,"14,478","1,536","5,672",931,"6,061",730,"16,204",61,"3,263","1,445","12,623","1,243","19,691",783,"3,004","3,557","8,424"
부산광역시 동래구_2019,2,6,2,14,918,"3,116",5,92,13,566,831,"10,253","4,837","14,157","1,959","3,475","4,036","12,509",67,614,172,"1,988",895,"2,139",397,"2,730",367,"8,263",34,"1,978","1,263","7,866",804,"11,884",641,"2,002","2,353","4,464"
부산광역시 남구_2019,1,3,0,0,942,"5,387",4,452,18,287,514,"5,377","3,771","11,285","1,999","9,987","3,345","10,470",162,839,149,"5,515",787,"2,048",385,"1,952",303,"4,312",49,"2,254",904,"9,944",656,"9,696",492,"1,826","2,045","4,422"
부산광역시 북구_2019,0,0,0,0,605,"2,399",1,2,20,415,401,"2,796","3,451","9,786","2,242","3,397","3,021","8,609",55,593,139,"2,805",657,"1,696",171,"1,068",179,"2,260",40,"2,506",995,"7,323",725,"10,238",571,"1,485","1,838","3,392"
부산광역시 해운대구_2019,1,3,2,14,872,"7,038",21,138,21,338,834,"11,368","7,563","26,063","2,645","6,120","5,190","21,593",557,"6,232",282,"3,481","1,710","5,808","1,222","8,274",523,"10,714",66,"3,281","1,807","11,563","1,085","15,864",781,"3,355","2,922","6,694"
부산광역시 사하구_2019,9,450,0,0,"3,262","30,369",7,369,49,926,548,"4,085","4,934","14,784","2,505","9,370","4,322","11,752",70,419,130,"1,497",845,"2,368",283,"1,787",305,"3,112",54,"2,560","1,097","8,409",805,"11,797",615,"1,575","2,552","4,824"
부산광역시 금정구_2019,3,10,0,0,"1,613","9,562",0,0,27,368,704,"13,423","4,356","13,667","1,630","7,555","3,610","10,120",103,764,101,"1,010",780,"1,898",500,"3,566",271,"4,373",44,"2,305",961,"10,633",612,"9,268",623,"2,348","2,087","4,556"
부산광역시 강서구_2019,13,40,6,28,"6,796","71,189",21,153,89,778,548,"3,863","4,989","17,287","1,019","8,639","2,200","7,062",58,927,88,737,862,"1,525",342,"3,221",250,"1,490",58,"3,285",477,"3,592",309,"2,830",282,"1,691",759,"1,812"
부산광역시 연제구_2019,0,0,0,0,663,"2,612",0,0,11,89,800,"10,288","3,692","12,337","1,519","3,773","3,135","9,202",124,"1,158",416,"6,351","1,019","3,445","1,199","5,942",403,"5,466",51,"9,024",806,"5,347",640,"10,371",421,"1,186","1,977","4,350"
부산광역시 수영구_2019,2,6,0,0,590,"2,070",2,4,15,377,594,"8,416","3,534","9,402","1,005","3,298","3,156","9,745",79,760,101,793,708,"1,868",367,"2,158",335,"2,069",30,"1,746",757,"3,541",530,"7,659",387,943,"1,755","3,338"
부산광역시 사상구_2019,1,3,0,0,"7,133","39,420",3,95,81,770,774,"5,503","9,221","27,975","1,993","6,710","3,592","9,284",150,899,135,"1,149",676,"1,809",519,"3,031",278,"3,374",36,"2,727",607,"6,506",504,"8,282",530,"1,236","1,992","4,947"
부산광역시 기장군_2019,7,32,0,0,"1,263","16,873",11,"1,732",53,548,415,"4,145","2,910","9,707",868,"3,548","2,618","8,959",23,220,62,607,472,"1,185",141,617,165,"2,169",26,"2,883",592,"4,591",456,"5,674",296,"1,762","1,131","2,298"
서울특별시 종로구_2019,3,18,5,10,"4,462","13,180",16,489,7,131,342,"24,112","16,128","42,172","1,436","7,606","6,709","26,606",785,"16,278",587,"23,389","1,405","6,341","1,572","22,550","1,211","17,932",94,"15,109",829,"13,474",750,"17,366",899,"6,034","2,439","7,649"
서울특별시 중구_2019,0,0,1,5,"9,018","28,901",4,706,12,357,372,"7,335","30,681","95,562","1,495","13,924","6,250","34,751",957,"25,640","1,301","51,429","1,780","9,455","2,758","36,390","1,501","37,159",65,"20,287",502,"8,598",760,"10,342",558,"3,637","2,112","8,090"
서울특별시 용산구_2019,0,0,0,0,905,"2,955",3,5,12,145,403,"6,686","6,842","31,996","1,205","3,951","4,594","18,282",459,"9,718",251,"5,090","1,223","4,314",858,"15,994",361,"10,766",47,"3,101",537,"6,973",562,"7,147",401,"2,623","1,591","5,494"
서울특별시 성동구_2019,2,5,0,0,"4,181","26,041",18,481,31,766,655,"6,330","7,457","33,180","2,781","8,814","3,935","12,957",917,"11,676",310,"3,686","1,456","5,799","1,687","16,671",448,"16,877",45,"4,127",995,"11,678",754,"9,255",592,"2,113","2,079","7,787"
서울특별시 광진구_2019,0,0,0,0,"1,657","6,935",3,8,16,242,782,"13,131","5,758","19,389","2,495","5,240","4,786","16,639",341,"3,264",221,"4,117","1,345","4,073",809,"5,071",467,"9,746",36,"2,678","1,209","14,184",916,"11,551","1,052","4,209","2,552","5,828"
서울특별시 동대문구_2019,0,0,2,4,"3,146","12,956",2,3,20,143,735,"5,797","10,599","30,950","3,523","6,520","4,845","14,420",238,"1,931",260,"4,007","1,453","4,489",633,"7,325",446,"6,985",50,"3,430","1,027","16,657","1,051","15,154",762,"2,344","2,532","5,285"
서울특별시 중랑구_2019,0,0,0,0,"3,423","14,695",6,118,21,206,965,"6,429","5,181","15,505","6,550","12,496","4,171","11,311",142,894,158,"1,741","1,161","3,100",386,"1,726",350,"3,092",47,"3,533",915,"7,925","1,031","13,013",968,"2,543","2,753","5,018"
서울특별시 성북구_2019,0,0,0,0,"2,144","7,873",4,8,13,171,575,"4,133","4,697","14,662","3,557","6,130","4,461","13,323",241,"1,900",144,"1,576","1,203","3,827",480,"5,384",264,"5,624",51,"3,308","1,368","21,947","1,045","13,249",745,"2,323","2,625","5,567"
서울특별시 강북구_2019,0,0,0,0,"1,456","5,864",3,84,8,338,522,"2,198","3,823","10,726","3,108","6,305","3,779","11,090",117,759,282,"3,989",811,"1,876",314,"1,241",222,"3,737",44,"3,108",683,"5,911",816,"10,099",751,"2,125","2,275","4,454"
서울특별시 도봉구_2019,1,1,1,1,945,"3,794",4,22,8,94,486,"3,565","3,367","10,797","5,002","9,064","2,814","8,203",81,752,119,"1,107",808,"2,760",337,"1,756",181,"2,030",38,"3,892",926,"7,318",824,"11,538",618,"1,778","2,068","4,467"
서울특별시 노원구_2019,1,1,0,0,797,"3,533",8,288,19,234,552,"2,508","4,965","15,458","6,564","11,955","4,278","14,520",167,"1,082",230,"3,788","1,228","4,465",454,"2,771",291,"4,375",39,"3,533","1,936","20,143","1,445","19,452",987,"3,200","2,657","5,378"
서울특별시 은평구_2019,0,0,0,0,868,"2,964",4,162,14,240,611,"4,405","4,815","15,220","5,172","8,809","4,331","12,965",147,"1,223",153,"2,027","1,492","3,342",379,"1,894",224,"1,597",52,"3,812","1,435","10,374","1,198","16,423",842,"2,515","2,944","5,659"
서울특별시 서대문구_2019,1,1,0,0,666,"2,537",4,54,12,561,510,"4,044","4,127","13,468","2,981","5,480","4,321","14,232",476,"3,355",184,"5,512","1,071","2,746",655,"6,567",424,"6,528",43,"5,155","1,116","20,503",778,"16,484",585,"1,824","2,141","4,768"
서울특별시 마포구_2019,0,0,0,0,"1,226","5,218",11,485,30,361,977,"13,648","7,709","34,878","2,914","10,892","8,616","29,425","2,302","36,841",495,"10,060","2,073","5,976","2,572","20,235","1,049","33,887",57,"4,909","1,842","15,202","1,227","10,843","1,074","4,607","3,116","9,809"
서울특별시 양천구_2019,0,0,0,0,"1,075","4,524",2,268,21,469,809,"8,832","5,087","17,160","5,017","12,291","3,618","12,352",261,"4,869",205,"2,252","1,334","3,730",705,"3,207",330,"4,751",49,"6,768","2,385","15,334","1,224","15,435",981,"3,313","2,791","6,027"
서울특별시 강서구_2019,1,29,1,1,"1,275","7,317",10,515,45,696,"1,258","15,605","9,209","37,437","7,280","50,974","6,106","22,192",906,"11,620",362,"4,682","2,154","8,781","1,393","25,339",765,"17,798",58,"3,971","1,870","14,191","1,646","22,593","1,266","4,083","3,853","9,670"
서울특별시 구로구_2019,1,20,1,1,"3,609","18,469",9,129,23,446,"1,061","13,365","11,694","39,383","4,907","9,242","4,726","15,112","2,165","30,396",523,"8,459","1,541","4,573","1,642","15,569",744,"28,314",45,"3,932","1,275","11,778","1,152","15,997",972,"2,943","2,666","7,540"
서울특별시 금천구_2019,0,0,0,0,"5,401","40,538",11,89,28,286,"1,141","16,576","9,264","41,416","2,903","8,999","3,435","10,808","2,902","39,393",257,"2,437","1,218","3,401","2,482","31,136",738,"23,836",34,"2,379",732,"6,310",713,"7,989",599,"1,584","1,956","5,509"
서울특별시 영등포구_2019,0,0,2,4,"3,742","13,245",12,775,26,458,"1,324","21,509","10,905","52,966","4,167","10,822","6,954","27,259","1,632","30,169","1,327","58,819","2,039","10,064","2,457","35,724","1,073","59,601",69,"9,354","1,226","8,938","1,218","17,689","1,165","4,209","3,032","11,873"
서울특별시 동작구_2019,0,0,0,0,596,"2,095",3,118,14,421,585,"5,972","4,285","14,001","2,231","3,644","4,153","13,252",227,"4,172",178,"3,284","1,297","5,656",459,"6,440",317,"6,883",43,"3,792","1,264","14,114","1,021","13,956",810,"3,024","2,310","5,335"
서울특별시 관악구_2019,0,0,0,0,"1,185","4,492",1,4,9,170,709,"9,225","5,047","15,299","3,414","5,480","5,662","17,812",265,"3,036",167,"1,966","1,480","4,259",645,"4,958",367,"5,654",48,"3,273","1,207","16,475","1,179","13,504","1,061","3,406","3,059","6,316"
서울특별시 서초구_2019,3,39,3,8,"1,068","6,093",18,224,18,305,"1,603","62,873","11,890","66,616","1,611","10,027","6,554","31,160","2,286","32,357",990,"17,835","3,508","14,516","6,892","68,949","1,328","52,336",67,"11,410","2,688","22,768","1,663","21,162","1,343","7,649","3,407","12,658"
서울특별시 강남구_2019,5,36,3,3,"1,650","16,875",58,"1,169",22,827,"1,809","46,663","16,401","143,936","3,193","11,337","11,037","59,357","4,199","59,034","1,958","32,538","6,027","30,802","8,842","110,363","1,938","76,627",58,"6,202","3,903","29,778","3,042","42,029","1,840","9,120","5,042","22,144"
서울특별시 송파구_2019,6,276,1,6,"1,534","9,324",10,26,29,578,"1,851","40,900","13,699","63,804","5,836","14,813","7,461","30,248",939,"27,920",546,"9,047","2,725","12,871","2,754","30,886",862,"24,285",72,"7,786","2,400","20,169","1,876","28,837","1,726","8,720","4,317","10,705"
서울특별시 강동구_2019,0,0,0,0,"1,292","4,855",1,4,17,513,989,"16,944","6,425","23,661","5,417","9,366","4,879","15,636",204,"1,783",236,"3,273","1,779","4,878",617,"7,004",453,"12,153",45,"2,733","1,491","10,578","1,277","19,036",930,"2,826","3,028","6,527"
세종특별자치시_2019,15,?70,?9,?116,"?1,233","?20,248",?14,?483,?64,?562,?544,"?6,350","?2,963","?8,811",?942,"?3,630","?3,452","?10,997",?160,"?1,312",?179,"?1,803","?1,369","?4,142",?444,"?6,130",?348,"?4,601",?117,"?18,938","?1,107","?12,802",?817,"?9,033",?541,"?1,998","?1,553","?3,559"
울산광역시 중구_2019,2,23,2,2,943,"2,679",6,63,25,175,708,"4,941","4,228","9,810","1,875","2,870","3,329","7,745",86,"1,011",123,"2,756",529,"1,402",358,"4,448",253,"1,873",34,"2,532",935,"6,519",552,"7,668",588,"1,534","2,100","3,496"
울산광역시 남구_2019,7,8,4,50,"1,662","30,189",15,734,73,866,"1,180","19,464","7,762","23,705","2,645","9,655","7,040","20,352",187,"2,039",530,"8,925","1,381","4,424","1,149","7,575",688,"10,403",71,"6,265","1,852","12,155","1,070","13,129","1,087","3,483","3,455","7,371"
울산광역시 동구_2019,2,3,0,0,557,"40,086",0,0,6,94,173,"1,103","2,060","5,037",670,"1,286","2,570","7,622",23,172,79,956,217,572,88,"1,863",85,757,22,"1,527",542,"4,203",378,"6,306",389,"1,049","1,081","1,753"
울산광역시 북구_2019,4,13,1,5,"1,701","55,366",6,300,18,167,311,"2,483","2,735","8,949","1,041","4,030","2,569","7,907",34,321,86,782,463,"1,345",179,"1,414",164,"2,146",29,"1,618",780,"6,006",479,"5,219",477,"1,121","1,263","3,002"
울산광역시 울주군_2019,21,131,12,260,"2,866","48,853",19,"1,206",111,999,899,"10,426","3,361","9,598","1,402","5,929","3,869","9,734",57,405,79,831,600,"1,249",186,"1,422",347,"3,111",51,"2,562",787,"6,857",490,"6,066",528,"1,627","1,553","2,999"
인천광역시 강화군_2019,19,107,4,61,450,"2,957",1,4,10,116,219,"1,112","1,326","2,730",428,835,"1,957","4,463",30,187,42,483,248,347,77,251,43,187,55,"1,540",177,"1,806",201,"3,115",137,548,602,"1,043"
인천광역시 옹진군_2019,11,54,2,30,71,439,18,907,3,7,95,"1,022",302,597,97,281,"1,050","2,180",13,60,16,107,41,53,6,78,43,128,44,809,40,396,49,403,53,130,128,164
인천광역시 중구_2019,3,3,16,310,514,"8,509",12,190,35,462,306,"1,547","3,471","10,893","2,686","28,591","3,207","11,788",75,988,92,"1,041",545,"1,591",169,"1,359",292,"13,416",70,"7,171",372,"3,777",329,"6,119",369,"3,403","1,026","2,815"
인천광역시 동구_2019,1,3,0,0,"1,566","11,000",1,4,29,191,380,"2,344","2,678","6,727",880,"3,050",806,"2,080",31,77,52,339,157,367,110,453,109,588,24,"1,207",142,"1,673",222,"3,378",94,382,593,"1,370"
인천광역시 미추홀구_2019,1,3,0,0,"2,179","14,677",5,255,34,532,952,"6,644","6,496","18,277","3,825","9,173","5,274","14,409",156,921,315,"4,882","1,078","2,641",832,"4,981",481,"6,815",64,"5,691",972,"10,435",999,"15,539","1,016","2,549","3,338","6,863"
인천광역시 연수구_2019,0,0,1,15,905,"17,769",5,522,33,811,576,"8,608","4,741","18,396","2,058","4,875","3,838","15,220",240,"1,945",133,"1,418","1,260","4,353",564,"7,493",304,"4,143",36,"3,121","1,421","14,110",880,"9,939",822,"2,876","1,985","4,222"
인천광역시 남동구_2019,3,5,0,0,"7,394","79,574",4,57,136,"1,516","1,263","13,409","8,497","26,603","5,248","8,370","6,612","20,698",194,"1,648",401,"6,663","1,491","5,027",959,"6,434",578,"9,618",60,"7,764","1,574","12,842","1,524","23,684","1,327","3,884","3,806","7,878"
인천광역시 부평구_2019,0,0,0,0,"3,257","32,037",6,528,31,367,"1,011","8,459","7,724","23,496","4,055","7,636","5,610","16,825",150,"1,737",408,"7,224","1,339","3,803",516,"3,225",548,"6,062",53,"3,127","1,453","11,746","1,332","18,306","1,192","3,273","3,735","7,560"
인천광역시 계양구_2019,2,3,1,10,"1,646","10,808",0,0,30,425,682,"5,912","4,018","12,943","2,888","5,562","3,222","9,533",82,555,127,"1,552",810,"2,185",379,"1,702",280,"6,263",29,"2,525",813,"7,386",817,"12,056",768,"2,001","2,118","4,172"
인천광역시 서구_2019,7,28,7,130,"7,208","66,582",19,"1,559",175,"2,669",979,"7,717","7,621","27,309","4,609","14,740","5,745","17,605",118,"2,082",185,"1,810","1,554","3,376",493,"5,601",464,"4,429",51,"5,112","1,589","12,388","1,233","16,726","1,190","3,514","3,403","8,352"
전라남도 목포시_2019,5,114,4,17,"1,179","4,360",28,177,36,425,790,"5,779","6,215","14,836","1,870","5,841","4,561","11,712",115,960,219,"3,555",602,"2,022",379,"1,841",429,"2,111",75,"3,867","1,011","7,722",776,"12,467",670,"1,784","2,774","5,098"
전라남도 여수시_2019,46,"2,386",5,53,"1,601","23,751",32,913,97,"1,646","1,202","19,952","6,554","17,062","1,845","8,484","6,139","16,377",94,821,263,"3,558",504,"2,004",407,"2,631",456,"6,803",125,"3,721","1,099","7,622",773,"11,310",728,"2,361","3,008","6,104"
전라남도 순천시_2019,19,121,6,61,"1,383","8,579",37,328,51,643,994,"11,449","6,120","16,426","2,528","6,186","4,787","13,400",90,888,315,"4,915",643,"2,662",506,"2,752",436,"3,662",83,"4,363","1,245","10,052",832,"13,056",839,"2,767","2,883","5,804"
전라남도 나주시_2019,52,"1,470",9,50,996,"7,835",32,"2,774",52,363,416,"5,917","2,320","6,015",738,"1,639","1,635","4,475",150,"1,671",92,"1,062",328,876,249,"2,772",187,"1,049",77,"3,248",371,"3,929",394,"5,251",243,"1,211",922,"1,717"
전라남도 광양시_2019,10,36,5,47,"1,086","19,935",37,273,63,"1,176",729,"8,055","3,042","8,348",946,"7,967","2,916","7,572",76,720,106,"1,228",314,"1,084",189,"1,154",316,"7,295",63,"2,738",574,"4,452",408,"5,882",440,"1,243","1,392","2,701"
전라남도 담양군_2019,35,174,1,8,700,"4,380",8,55,20,173,281,"2,155","1,012","2,476",324,960,902,"2,461",38,179,33,243,79,127,57,394,61,314,41,"1,056",94,"1,278",162,"2,244",92,477,339,649
전라남도 곡성군_2019,15,91,3,18,225,"3,169",4,36,13,102,139,804,531,"1,093",153,631,452,"1,073",21,108,25,231,15,26,37,202,26,105,34,"1,072",73,911,115,"1,268",70,453,251,367
전라남도 구례군_2019,6,63,0,0,186,816,2,29,14,70,105,719,619,"1,299",113,473,698,"1,431",18,90,25,185,27,50,23,183,29,122,31,978,77,654,85,"1,469",68,241,255,488
전라남도 고흥군_2019,40,244,6,51,604,"3,171",8,76,11,161,285,"2,249","1,606","3,394",351,764,990,"2,132",31,173,66,753,29,54,62,245,54,205,54,"1,534",156,"1,339",206,"2,732",116,366,634,"1,009"
전라남도 보성군_2019,23,213,0,0,339,"1,285",5,64,18,111,232,"2,040","1,119","2,331",293,653,719,"1,669",21,127,47,284,20,35,49,141,42,225,62,"1,379",109,984,140,"2,401",69,291,374,665
전라남도 화순군_2019,28,205,6,221,559,"3,462",21,77,22,150,349,"2,735","1,195","3,200",650,"1,069",891,"2,487",37,150,41,351,123,368,128,"1,176",73,356,55,"1,557",212,"1,710",236,"4,708",124,790,548,904
전라남도 장흥군_2019,90,556,1,19,421,"2,053",48,93,20,172,241,"1,352","1,112","2,517",236,543,686,"1,504",16,134,48,348,52,110,71,296,44,124,50,"1,502",115,"1,019",157,"1,888",87,279,558,925
전라남도 강진군_2019,39,217,2,2,359,"1,494",31,155,9,76,163,"1,035",994,"2,141",286,454,611,"1,344",27,127,32,379,27,42,47,345,37,104,48,"1,163",114,"1,023",128,"1,599",79,335,429,761
전라남도 해남군_2019,54,363,14,157,642,"4,602",15,85,13,170,264,"1,940","1,647","3,893",382,777,"1,137","2,613",23,206,71,856,66,162,81,291,75,244,65,"2,169",192,"1,591",228,"3,171",106,428,719,"1,168"
전라남도 영암군_2019,41,297,4,51,922,"15,458",15,100,27,208,328,"3,461","1,175","2,974",337,"1,031",842,"2,109",27,294,48,442,54,187,92,488,79,437,42,"1,441",150,"1,773",198,"2,194",105,547,452,741
전라남도 무안군_2019,19,173,15,31,567,"2,920",11,115,22,263,181,"1,374","1,525","3,967",345,784,"1,218","3,243",24,175,82,971,185,578,104,732,78,672,54,"4,539",332,"3,615",256,"3,394",173,"1,067",675,"1,149"
전라남도 함평군_2019,46,462,2,20,347,"2,019",14,49,15,122,138,"1,042",709,"1,715",245,590,388,951,21,100,28,205,32,51,37,130,31,166,36,"1,121",74,846,134,"1,410",51,355,328,457
전라남도 영광군_2019,32,296,75,178,887,"3,327",18,"1,747",15,93,208,"1,553","1,235","2,865",287,561,807,"1,913",24,133,46,484,55,105,68,442,75,"1,040",47,"1,139",159,"1,409",177,"2,278",81,308,479,747
전라남도 장성군_2019,19,169,2,30,669,"6,021",15,52,23,164,223,"2,031",899,"2,243",318,873,644,"1,556",24,153,30,249,60,125,70,313,45,310,33,"1,303",96,"1,051",135,"1,754",63,517,346,732
전라남도 완도군_2019,34,155,4,120,428,"1,817",20,92,25,164,217,"1,426","1,487","3,350",257,760,"1,131","2,347",33,172,55,515,35,55,43,204,57,158,67,"1,722",151,"1,291",148,"1,358",102,324,504,731
전라남도 진도군_2019,50,187,3,18,248,765,35,158,19,107,170,784,911,"1,987",140,258,597,"1,425",21,113,34,311,23,30,36,109,26,96,41,"1,181",86,797,113,910,94,347,418,560
전라남도 신안군_2019,8,46,695,"1,486",189,884,24,172,22,85,97,640,505,"1,027",171,387,609,"1,307",31,132,26,240,15,23,21,143,42,88,83,"1,345",84,895,112,"1,026",45,154,325,384
전북특별자치도 전주시_2019,25,369,3,41,"2,730","14,510",37,798,80,"1,176","2,084","23,647","14,278","39,802","5,471","11,228","9,865","30,201",416,"4,015",749,"13,022","2,247","6,707","1,587","9,258","1,078","11,048",119,"10,183","3,420","25,013","2,227","32,308","1,873","6,230","6,870","14,760"
전북특별자치도 군산시_2019,18,249,7,91,"1,991","22,438",36,895,85,"1,220",774,"6,017","5,994","14,477","1,868","5,499","4,447","11,976",96,562,216,"2,834",708,"2,077",411,"2,378",416,"4,051",118,"4,403","1,052","8,510",867,"12,156",585,"1,673","2,751","4,740"
전북특별자치도 익산시_2019,69,516,20,211,"2,645","24,847",14,261,81,903,748,"5,932","6,198","16,323","2,446","5,934","3,992","11,159",92,658,227,"3,241",612,"2,062",414,"3,096",376,"4,091",91,"3,785","1,170","10,200",968,"13,823",660,"1,885","3,012","5,732"
전북특별자치도 정읍시_2019,52,422,7,73,967,"8,529",8,95,45,332,374,"2,168","2,462","5,644",816,"1,746","1,640","3,938",43,348,98,"1,261",128,444,157,927,154,738,82,"2,208",422,"3,299",425,"5,178",231,856,"1,235","2,013"
전북특별자치도 남원시_2019,21,142,17,272,680,"3,438",6,72,13,127,307,"1,855","2,079","4,804",715,"1,210","1,480","3,521",34,199,83,991,121,351,115,585,77,323,74,"2,241",295,"2,332",321,"3,672",166,886,835,"1,427"
전북특별자치도 김제시_2019,64,575,1,13,"1,130","10,850",39,110,59,301,354,"1,998","1,950","5,363",845,"1,455","1,088","2,694",29,149,65,705,134,304,110,487,109,656,57,"2,127",284,"2,415",311,"4,303",172,689,834,"1,510"
전북특별자치도 완주군_2019,21,175,2,26,993,"21,052",3,15,21,216,285,"1,972","1,727","4,880",593,"1,857","1,545","4,582",40,453,40,381,174,496,126,"3,882",109,"1,221",47,"2,019",378,"3,853",321,"4,059",167,550,739,"1,508"
전북특별자치도 진안군_2019,20,159,0,0,302,"1,273",2,10,16,141,128,836,515,"1,136",94,322,351,886,15,96,29,298,14,22,33,214,21,131,38,"1,165",72,877,102,959,36,131,215,352
전북특별자치도 무주군_2019,8,165,2,26,184,740,5,102,10,81,166,934,565,"1,210",139,384,690,"1,839",13,99,24,154,27,47,45,121,125,608,30,"1,055",80,767,95,"1,136",71,493,233,504
전북특별자치도 장수군_2019,21,158,2,26,186,807,1,5,9,110,84,517,363,811,85,110,324,732,13,82,21,156,17,30,34,190,16,76,27,918,59,640,80,712,49,314,198,311
전북특별자치도 임실군_2019,32,204,1,13,254,"1,700",10,61,12,93,126,683,543,"1,054",177,336,401,898,22,111,31,200,18,37,27,232,35,115,49,"1,052",80,953,121,"1,869",54,322,264,453
전북특별자치도 순창군_2019,21,133,2,26,270,"1,456",4,34,8,103,96,507,528,"1,045",122,276,405,921,18,98,29,229,19,47,25,91,24,61,48,947,86,834,119,"1,240",56,208,252,425
전북특별자치도 고창군_2019,89,462,27,110,513,"2,404",28,89,14,138,376,"2,317","1,529","3,295",375,643,892,"2,178",33,161,53,465,77,141,78,291,90,314,65,"1,142",211,"1,499",214,"2,951",131,897,707,"1,045"
전북특별자치도 부안군_2019,28,189,15,66,443,"3,012",7,79,19,149,175,"1,218","1,382","3,154",285,705,"1,211","3,231",25,128,50,834,97,210,59,234,54,222,59,"1,910",171,"1,507",181,"2,313",116,416,525,879
