sigun_gu,student_per_teacher_kin,teacher_per_student_pri,teacher_per_student_mid,teacher_per_student_high,student_per_class_kin,student_per_class_pri,student_per_class_mid,student_per_class_high,extra_curr_school,extra_curr_lifelong,student_per_extra_curr,kin_stu,pri_stu,extinction_index,extinction_grade,general_hospital,hospital,clinic,dental_clinic,medicine_hospital,beds_per_thousandpeople,total_beds
"전북특별자치도 정읍시_2015",10,9,10,11,14,16,25,25,3360,289,3,1270,5608,0.1863696732785884,"B",1,4,72,31,1,19.2,2224.0
"전북특별자치도 남원시_2015",8,10,11,10,13,16,25,25,3360,289,2,644,4399,0.2002720317006278,"B",1,1,58,20,0,18.1,1535.0
"전북특별자치도 김제시_2015",10,8,10,9,13,12,24,21,3360,289,2,946,3672,0.070317229489113,"A",0,3,52,18,2,37.7,3344.0
"전북특별자치도 완주군_2015",11,10,9,10,16,16,23,22,3360,289,2,1494,5055,0.7913203947137987,"C",0,1,49,16,0,24.1,2301.0
"전북특별자치도 진안군_2015",8,5,4,7,12,10,12,20,3360,289,0,255,939,0.059286801832779,"A",0,2,12,4,0,11.9,313.0
"전북특별자치도 무주군_2015",8,8,6,7,13,13,17,17,3360,289,0,251,1063,0.0825251547150109,"A",0,0,13,5,0,5.5,138.0
"전북특별자치도 장수군_2015",10,8,5,7,12,12,15,19,3360,289,0,202,994,0.1572041685044471,"A",0,0,8,4,0,1.5,34.0
"전북특별자치도 임실군_2015",9,5,4,9,11,9,13,27,3360,289,0,221,1081,0.2191400459934981,"B",0,1,14,5,0,8.3,250.0
"전북특별자치도 순창군_2015",7,6,7,9,11,10,19,24,3360,289,0,246,1190,0.136377081323048,"A",0,1,17,5,0,24.8,751.0
"전북특별자치도 고창군_2015",10,7,8,10,12,12,21,22,3360,289,1,423,2152,0.1689146238156742,"B",1,1,32,12,0,15.4,924.0
"전북특별자치도 부안군_2015",9,7,8,10,13,12,20,25,3360,289,1,541,2130,0.0826006655615298,"A",1,5,26,13,0,22.7,1292.0
"제주특별자치도 제주시_2015",12,15,15,15,23,23,30,33,785,44,63,4550,29737,1.722251909989231,"D",0,3,278,139,0,9.2,4248.0
"제주특별자치도 서귀포시_2015",9,11,12,12,16,18,27,27,162,3,95,997,8427,0.8317692020679924,"C",1,3,86,41,0,3.7,605.0
"충청남도 천안시_2015",14,16,15,16,22,24,30,35,1060,78,66,10385,38323,3.66441971080309,"D",4,15,314,164,2,12.5,7566.0
"충청남도 공주시_2015",9,10,10,13,18,17,24,30,126,11,76,1359,4986,0.1971921318104126,"B",1,1,68,22,0,24.7,2747.0
"충청남도 보령시_2015",13,10,11,12,18,16,25,28,118,6,78,1183,4959,0.3627010901359951,"B",1,3,9,21,0,11.9,1244.0
"충청남도 아산시_2015",14,15,15,15,21,23,29,34,353,19,93,4890,19707,1.952934336156184,"D",1,6,126,73,0,11.4,3391.0
"충청남도 서산시_2015",13,14,14,13,19,22,29,32,196,19,89,2201,10078,0.8510037242212019,"C",2,0,71,36,0,6.8,1164.0
"충청남도 논산시_2015",9,11,10,12,15,17,24,26,99,12,87,734,6099,0.2915297236465347,"B",1,3,77,30,0,27.2,3373.0
"충청남도 계룡시_2015",13,15,15,12,20,23,30,28,56,4,99,761,3023,3.912474323463607,"D",0,2,18,12,0,4.5,187.0
"충청남도 당진시_2015",11,13,12,14,19,21,27,29,175,12,75,1651,9420,0.7440730053155037,"C",1,4,80,44,0,7.2,1184.0
"충청남도 금산군_2015",10,9,9,11,15,15,23,28,38,2,120,424,2296,0.1664499022459119,"B",0,1,35,14,0,13.6,749.0
"충청남도 부여군_2015",10,8,9,13,13,13,23,28,54,5,103,598,2757,0.104862602057986,"A",0,2,31,15,0,18.1,1285.0
"충청남도 서천군_2015",8,8,10,10,10,13,24,24,55,5,66,293,2049,0.0309691070105782,"A",0,1,33,12,0,22.1,1259.0
"충청남도 청양군_2015",9,7,7,10,13,11,19,26,20,1,123,287,1041,0.2416842326448112,"B",0,2,10,6,0,8.2,265.0
"충청남도 홍성군_2015",11,12,11,11,18,19,25,26,92,11,97,1121,4842,0.5882767312581592,"C",1,1,43,23,0,17.8,1687.0
"충청남도 예산군_2015",10,9,11,11,15,15,25,25,73,8,77,806,3318,0.0371400636045384,"A",1,3,44,23,0,9.0,751.0
"충청남도 태안군_2015",9,9,9,10,14,14,22,25,47,3,106,448,2586,0.3296457668133521,"B",0,0,27,12,0,8.0,510.0
"충청북도 청주시_2015",13,15,15,15,18,22,29,33,1355,103,66,10361,50083,2.33297185164719,"D",6,21,447,226,2,10.4,8653.0
"충청북도 충주시_2015",11,12,13,11,18,19,28,26,292,30,59,2228,10521,0.713414573781605,"C",2,3,116,43,1,12.5,2606.0
"충청북도 제천시_2015",11,12,12,14,17,19,26,29,175,19,72,1748,6588,0.5849952663949483,"C",2,1,82,24,1,18.8,2556.0
"충청북도 보은군_2015",9,6,8,10,12,10,21,29,24,2,93,294,1206,0.1928773849555928,"B",0,2,16,5,0,21.5,736.0
"충청북도 옥천군_2015",11,9,11,13,16,15,22,30,33,8,133,631,2206,0.2485872963971352,"B",1,0,27,11,0,21.6,1131.0
"충청북도 영동군_2015",11,8,8,10,17,13,21,26,40,1,86,477,1908,0.2059282452081899,"B",0,1,23,10,0,12.9,654.0
"충청북도 증평군_2015",10,14,12,10,16,21,24,26,48,3,74,271,1956,1.437383319851347,"D",0,2,17,9,0,4.8,176.0
"충청북도 진천군_2015",12,12,12,15,16,18,24,31,80,5,85,723,3777,0.9818034501768188,"C",1,0,25,15,0,10.0,678.0
"충청북도 괴산군_2015",7,6,6,12,12,9,18,29,16,0,145,245,1117,0.2500175067927711,"B",0,2,10,5,0,9.4,365.0
"충청북도 음성군_2015",11,11,11,13,17,17,23,31,82,8,101,1157,4712,0.6625011710996592,"C",0,4,41,23,0,26.2,2522.0
"충청북도 단양군_2015",6,7,6,13,8,11,18,31,14,0,228,170,1216,0.169283165206637,"B",0,1,7,5,0,6.9,211.0
세종특별자치시_2016,10,12,9,10,17,19,21,23,249,8,24,1036,3534,3.347516314618506,"D",0,1,116,60,0,5.1,1249.0
"경기도 수원시_2016",14,17,15,13,20,26,30,31,1877,171,68,21223,68571,4.04339574942411,"D",4,39,884,276,2,8.8,10513.0
"경기도 성남시_2016",12,16,13,12,20,25,29,29,1687,106,51,11509,47233,2.28763718901751,"D",5,16,723,441,3,9.7,9420.0
"경기도 안양시_2016",13,17,14,13,19,25,29,31,1048,66,52,7316,30053,2.624029181810605,"D",3,15,360,255,2,8.0,4808.0
"경기도 부천시_2016",14,16,14,11,19,25,30,26,1161,99,71,11662,41012,2.693350123244936,"D",5,24,491,276,6,14.3,12183.0
"경기도 광명시_2016",15,17,13,12,22,26,28,29,524,16,73,4637,20192,2.209883063772637,"D",1,4,193,108,0,6.3,2149.0
"경기도 평택시_2016",13,15,14,14,16,23,28,31,624,36,68,7953,28000,2.086489717417375,"D",5,11,229,129,0,9.1,4282.0
"경기도 안산시_2016",14,17,15,13,19,25,29,30,937,77,83,9753,38137,4.1614196558306,"D",4,20,335,188,9,14.2,9827.0
"경기도 과천시_2016",14,17,15,11,19,25,31,25,73,2,100,694,3379,1.389632625747853,"D",0,0,33,17,0,0.3,18.0
"경기도 오산시_2016",16,16,15,14,20,26,32,33,233,10,113,6673,15381,5.020793537914268,"D",2,3,91,65,0,10.9,2275.0
"경기도 시흥시_2016",14,16,15,14,19,24,29,32,561,32,89,5273,24816,4.525697911394928,"D",3,2,179,104,9,10.3,4157.0
"경기도 군포시_2016",14,16,14,14,22,25,29,32,396,30,77,4241,16234,2.694367104529654,"D",2,3,135,92,0,9.0,2570.0
"경기도 의왕시_2016",13,16,14,12,21,24,28,27,182,3,73,2004,7707,2.198674956447937,"D",0,1,63,44,0,12.7,1998.0
"경기도 하남시_2016",16,17,13,9,20,25,27,22,166,7,98,2302,9254,2.921767637016338,"D",0,4,102,52,0,3.7,779.0
"경기도 용인시_2016",15,17,15,14,19,26,30,33,1663,49,75,18571,67099,2.518505384707403,"D",3,9,632,289,0,8.5,8387.0
"경기도 이천시_2016",13,14,14,12,16,22,27,29,335,25,72,2944,12741,1.833202230754144,"D",1,4,96,56,0,9.3,1953.0
"경기도 안성시_2016",13,13,13,13,15,20,27,29,210,16,84,2844,10688,1.079443614067127,"C",1,3,68,44,0,12.1,2209.0
"경기도 김포시_2016",15,16,14,13,17,24,28,29,535,24,77,8568,23614,2.298788332071841,"D",2,5,169,107,2,8.5,3105.0
"경기도 화성시_2016",16,17,15,16,19,25,31,35,1031,31,78,15041,49157,4.472124456855936,"D",2,9,257,172,0,7.8,5003.0
"경기도 광주시_2016",13,18,16,13,21,27,31,31,363,9,80,2848,17042,2.497710943736112,"D",1,2,105,60,52,4.9,1595.0
"경기도 여주시_2016",12,12,12,11,15,18,26,24,106,8,84,1388,5600,0.6195251419151536,"C",0,4,50,32,0,17.2,1923.0
"경기도 양평군_2016",10,12,11,8,13,19,24,22,72,4,96,696,5029,0.5325897120146721,"B",0,2,39,25,1,10.3,1150.0
"경기도 의정부시_2016",13,16,14,13,17,25,29,29,633,42,68,5647,21968,1.693619701351901,"D",3,12,245,39,1,12.0,5267.0
"경기도 동두천시_2016",12,15,13,12,15,23,26,27,88,8,79,937,5247,0.766416663909435,"C",0,1,39,25,0,26.9,2641.0
"경기도 고양시_2016",13,17,15,13,20,25,30,31,1816,115,62,15030,55090,2.449475674403931,"D",5,20,519,304,2,12.5,12996.0
"경기도 구리시_2016",14,17,15,13,22,25,31,32,317,15,66,2567,9699,2.701054938586899,"D",1,9,135,88,0,12.2,2365.0
"경기도 남양주시_2016",14,18,15,13,19,25,30,30,842,28,87,11143,42143,2.08758924795366,"D",3,12,264,171,1,9.1,6015.0
"경기도 파주시_2016",15,16,15,14,18,24,30,31,454,26,102,8016,27390,1.803543016578254,"D",1,11,167,108,2,9.0,3879.0
"경기도 양주시_2016",12,15,16,15,14,23,31,33,220,6,107,2895,13048,1.383549578845367,"D",0,3,62,37,0,12.1,2491.0
"경기도 포천시_2016",12,12,12,12,13,19,24,26,139,9,105,1399,7384,0.7052181077233276,"C",2,2,55,34,0,13.2,2040.0
"경기도 연천군_2016",11,9,9,11,13,14,23,24,40,0,99,419,1804,0.2920780222984234,"B",0,0,14,12,0,7.0,323.0
"경기도 가평군_2016",12,11,11,10,12,17,23,24,58,4,97,425,2668,0.3792254021974566,"B",0,3,22,17,2,16.8,1051.0
"강원특별자치도 춘천시_2016",11,14,13,14,21,21,28,34,418,28,63,3573,14702,1.086876507661025,"C",2,4,151,76,1,15.0,4219.0
"강원특별자치도 원주시_2016",13,15,13,15,21,22,27,34,537,45,61,5474,19484,1.626041605566007,"D",2,15,180,93,1,14.2,4804.0
"강원특별자치도 강릉시_2016",11,13,14,13,18,20,28,29,370,36,55,1964,10404,0.596853875139251,"C",4,5,109,54,0,14.1,3011.0
"강원특별자치도 강릉시_2016",11,13,14,13,18,20,28,29,370,36,55,1964,10404,0.596853875139251,"C",4,5,109,54,0,14.1,3011.0
"강원특별자치도 동해시_2016",13,15,12,12,19,22,24,29,112,13,86,1362,5184,0.6524257318216993,"C",1,2,54,23,0,16.7,1557.0
"강원특별자치도 태백시_2016",11,10,10,10,18,16,24,27,49,3,92,471,2326,0.3429137868638426,"B",1,1,24,9,0,13.9,654.0
"강원특별자치도 속초시_2016",12,13,13,14,19,21,27,32,116,7,84,597,4023,0.7975680808159028,"C",2,1,58,28,0,12.1,989.0
"강원특별자치도 삼척시_2016",13,9,7,9,18,15,17,23,68,9,83,846,2864,0.2244103590795173,"B",1,1,26,14,0,6.5,454.0
"강원특별자치도 홍천군_2016",11,7,9,12,14,12,20,31,81,4,77,701,2968,0.2934358759420431,"B",1,2,31,15,0,12.3,862.0
"강원특별자치도 횡성군_2016",12,7,5,9,16,12,14,24,45,0,75,293,1765,0.277018174361137,"B",0,2,12,7,0,5.4,249.0
"강원특별자치도 영월군_2016",8,7,5,7,12,11,14,20,26,2,99,335,1457,0.1930522427649032,"B",1,1,12,6,0,9.9,397.0
"강원특별자치도 평창군_2016",9,7,7,9,14,12,19,23,35,1,103,379,1751,0.2435617914582036,"B",0,0,16,10,0,4.4,190.0
"강원특별자치도 정선군_2016",10,7,7,7,15,11,18,20,32,0,96,371,1521,0.1373675096895921,"A",0,2,10,5,0,7.0,271.0
"강원특별자치도 철원군_2016",9,9,10,12,14,15,23,29,52,1,99,343,2409,0.2498506698932585,"B",0,1,20,9,0,9.0,432.0
"강원특별자치도 화천군_2016",11,6,8,8,15,10,20,25,20,0,109,378,1159,0.2002540650834395,"B",0,0,8,5,0,2.0,52.0
"강원특별자치도 양구군_2016",10,7,6,11,15,12,17,28,16,0,142,165,1156,0.4528629270089078,"B",0,3,6,5,0,8.2,197.0
"강원특별자치도 인제군_2016",9,7,7,9,14,12,20,24,23,0,136,477,1642,0.3309058100285725,"B",0,1,7,6,0,4.4,143.0
"강원특별자치도 고성군_2016",11,5,6,9,15,9,17,24,17,0,102,197,973,0.2287741293753657,"B",0,0,8,5,0,0.3,8.0
"강원특별자치도 양양군_2016",8,6,7,9,11,9,17,22,21,0,102,223,984,0.132013054998576,"A",0,0,6,5,0,1.1,30.0
"경상남도 창원시_2016",12,14,13,12,22,22,29,29,1778,169,56,17817,57593,1.928121240793166,"D",11,37,546,314,1,18.7,19934.0
"경상남도 진주시_2016",13,14,12,12,21,21,27,31,740,60,40,4229,19647,1.139344899984635,"C",3,12,179,106,1,16.7,5778.0
"경상남도 통영시_2016",14,14,12,14,21,21,25,31,209,8,65,2209,7931,0.7515314536389724,"C",0,7,73,35,1,16.0,2206.0
"경상남도 사천시_2016",11,13,12,9,16,20,26,22,207,8,42,1081,6302,0.4194686998010526,"B",0,5,45,28,0,26.9,3091.0
"경상남도 김해시_2016",14,16,14,15,21,24,31,35,1081,69,61,9898,35354,3.279388941775714,"D",4,23,219,124,2,19.4,10262.0
"경상남도 밀양시_2016",13,11,10,11,18,17,25,23,140,10,47,1094,4240,0.2950465193058388,"B",1,9,48,24,1,23.1,2500.0
"경상남도 거제시_2016",14,15,13,16,22,22,28,37,426,23,67,5524,16989,3.715205887853224,"D",3,6,99,60,0,9.4,2414.0
"경상남도 양산시_2016",13,15,14,14,22,23,29,34,437,26,68,6644,18322,2.36656783825388,"D",3,4,155,72,1,21.8,6910.0
"경상남도 의령군_2016",5,4,7,9,11,8,19,22,20,0,67,165,848,0.020009720135204,"A",0,1,11,5,0,23.3,655.0
"경상남도 함안군_2016",11,11,11,10,18,17,24,24,75,0,67,1034,3657,0.3444603273814777,"B",0,3,21,12,0,16.6,1141.0
"경상남도 창녕군_2016",10,8,10,10,14,14,23,25,55,4,56,586,2179,0.2083863632289089,"B",0,2,27,12,0,34.5,2210.0
"경상남도 고성군_2016",5,7,7,11,11,13,19,24,69,2,51,311,2156,0.1026727549700504,"A",0,3,21,12,0,19.7,1076.0
"경상남도 남해군_2016",10,8,6,10,13,13,17,23,43,1,61,221,1455,0.0200422301962149,"A",0,1,24,9,0,6.2,282.0
"경상남도 하동군_2016",6,7,6,8,9,12,17,23,36,5,87,188,1644,0.0702440288733694,"A",0,1,21,10,0,13.6,674.0
"경상남도 산청군_2016",9,6,6,6,12,10,15,19,25,1,93,198,1086,0.1615632340886764,"B",0,0,13,5,0,1.0,37.0
"경상남도 함양군_2016",11,8,8,9,16,13,19,25,44,2,69,412,1641,0.1571074188457321,"A",0,1,21,8,0,2.7,107.0
"경상남도 거창군_2016",11,10,7,10,16,16,19,24,86,6,53,597,2937,0.2822941494680906,"B",0,3,24,16,0,11.8,745.0
"경상남도 합천군_2016",6,5,6,8,11,9,17,21,41,1,55,278,1344,0,"A",0,3,18,10,0,18.0,866.0
"경상북도 포항시_2016",14,15,12,12,20,23,26,26,712,57,57,8845,26552,1.132008975204807,"C",4,12,262,148,1,16.5,16.5
"경상북도 경주시_2016",14,13,11,11,20,20,24,27,335,23,50,3381,11947,0.4776959130936539,"B",1,11,102,2,1,19.6,19.6
"경상북도 김천시_2016",14,11,7,11,20,19,17,27,110,17,79,2046,6228,0.5032829843800948,"B",2,1,57,32,0,15.5,15.5
"경상북도 안동시_2016",13,13,10,12,20,20,23,27,209,26,55,2340,8174,0.3786505164251292,"B",3,4,74,44,0,31.3,31.3
"경상북도 구미시_2016",14,16,13,14,20,25,27,33,784,59,62,10366,26891,5.216373757052696,"D",3,10,204,104,1,8.6,8.6
"경상북도 영주시_2016",14,13,9,12,19,21,22,27,157,18,42,1190,4998,0.2636884941283768,"B",0,4,54,27,1,19.5,19.5
"경상북도 영천시_2016",13,10,8,10,17,18,21,25,80,7,70,763,3535,0.2246263186977856,"B",1,3,61,20,1,21.1,21.1
"경상북도 상주시_2016",13,9,6,5,17,16,17,20,99,9,54,1360,4093,0.153589368250438,"A",2,1,44,22,0,11.4,11.4
"경상북도 문경시_2016",12,10,9,6,19,17,22,25,77,9,58,892,2974,0.087679006893148,"A",1,2,45,17,0,17.7,17.7
"경상북도 경산시_2016",11,13,12,14,17,22,26,29,298,19,56,4560,12623,1.137660295011045,"C",1,5,128,63,0,16.5,16.5
"대구광역시 군위군_2016",9,6,4,9,11,10,13,23,8,0,144,114,499,0.1781020477258678,"B",0,0,9,3,0,4.1,100.0
"경상북도 의성군_2016",8,6,5,7,11,11,15,19,20,1,119,212,1285,0.0711868793922394,"A",0,2,19,9,0,22.9,22.9
"경상북도 청송군_2016",11,6,3,6,16,12,11,19,13,1,88,216,688,0.1174908019916093,"A",1,0,9,5,0,13.5,13.5
"경상북도 영양군_2016",8,6,3,8,11,11,10,20,8,0,121,128,543,0.0434921715026928,"A",0,1,1,3,0,2.8,2.8
"경상북도 영덕군_2016",9,8,6,10,10,14,15,23,31,0,72,157,1210,0.1322552195780686,"A",0,0,17,9,0,14.5,14.5
"경상북도 청도군_2016",11,7,2,9,13,13,10,19,28,1,50,300,1148,0.1221763506333933,"A",0,1,19,9,0,34.6,34.6
"경상북도 고령군_2016",9,8,5,9,11,14,14,19,23,0,80,234,1291,0.0937988408909889,"A",0,1,13,8,0,9.5,9.5
"경상북도 성주군_2016",10,6,5,7,12,12,16,21,28,0,71,212,1249,0.2082427762229088,"B",0,2,18,9,0,18.5,18.5
"경상북도 칠곡군_2016",13,13,11,10,18,20,24,27,192,5,58,2023,6992,1.452583117616026,"D",0,3,48,22,0,15.6,15.6
"경상북도 예천군_2016",11,8,6,9,14,14,17,24,30,3,82,270,1437,0.4541763227284371,"B",0,1,16,10,0,15.0,15.0
"경상북도 봉화군_2016",9,6,5,3,10,10,14,11,13,0,125,221,1003,0.0638585960112541,"A",0,1,7,4,0,7.1,7.1
"경상북도 울진군_2016",10,9,8,11,12,15,19,23,52,4,78,245,2174,0.2117253490381413,"B",0,2,16,9,0,7.4,7.4
"경상북도 울릉군_2016",12,7,3,11,15,12,10,23,2,0,578,110,291,0.1650004840178181,"B",0,0,0,1,0,6.3,6.3
"광주광역시 동구_2016",12,11,10,15,19,18,21,31,187,109,27,893,3229,0.2996986609486535,"B",3,5,109,55,3,59.2,5667.0
"광주광역시 서구_2016",11,14,14,14,18,21,28,31,730,91,40,4688,17578,2.317246854388829,"D",4,19,237,141,15,21.8,6735.0
"광주광역시 남구_2016",13,15,11,14,19,22,26,31,501,36,39,3923,12692,1.102421500962963,"C",3,11,116,98,15,30.1,6624.0
"광주광역시 북구_2016",12,14,12,14,17,21,26,33,816,116,44,6738,24025,1.6707133234917,"D",5,22,230,160,37,24.9,10996.0
"광주광역시 광산구_2016",14,15,13,14,20,23,28,34,879,69,58,8548,31571,4.713492985396646,"D",6,14,186,129,20,22.8,9206.0
"대구광역시 중구_2016",13,14,12,14,18,21,26,35,133,156,46,852,4172,0.4766039278012212,"B",3,9,224,112,1,48.1,3832.0
"대구광역시 동구_2016",11,14,11,14,18,22,24,35,336,26,68,5631,16891,0.8346708629611764,"C",1,10,209,97,0,11.6,4082.0
"대구광역시 서구_2016",12,12,10,10,22,20,23,23,147,26,73,1427,6628,0.4037257304027738,"B",1,8,124,55,0,19.1,3812.0
"대구광역시 남구_2016",11,12,9,10,21,20,23,23,110,30,66,1744,5036,0.3699457468297248,"B",2,9,102,56,0,28.4,4441.0
"대구광역시 북구_2016",12,14,12,13,19,22,25,31,579,48,68,7967,23860,1.825247446057853,"D",2,17,238,139,0,14.5,6395.0
"대구광역시 수성구_2016",11,15,14,15,19,24,26,34,900,46,45,6469,24717,1.5829943912231,"D",1,17,312,162,1,8.1,3604.0
"대구광역시 달서구_2016",13,14,13,12,23,23,26,31,854,60,64,9890,32870,2.178812317353629,"D",2,33,353,192,0,13.7,8107.0
"대구광역시 달성군_2016",13,12,11,13,21,20,23,31,284,9,64,4885,11367,2.550905826823707,"D",0,8,104,60,0,10.9,2380.0
"대전광역시 동구_2016",11,13,12,13,18,20,27,29,193,33,89,2772,12000,0.7720187028534264,"C",1,1,150,71,1,13.0,3055.0
"대전광역시 중구_2016",12,13,13,15,19,20,29,34,251,107,76,3914,13400,0.884168394047574,"C",3,4,178,92,1,23.1,5828.0
"대전광역시 서구_2016",12,15,13,12,19,22,28,30,768,112,65,8155,27218,3.006158959340937,"D",3,21,417,214,3,15.9,7789.0
"대전광역시 유성구_2016",13,14,13,13,20,22,28,32,495,41,83,7364,23195,5.629019253782486,"D",1,5,190,93,0,11.5,3937.0
"대전광역시 대덕구_2016",12,12,12,10,19,19,26,26,252,14,66,2862,10126,1.567833048426662,"D",2,4,111,49,0,14.6,2818.0
"부산광역시 중구_2016",9,14,12,10,15,20,26,26,33,25,246,170,1448,0.3087427067709806,"B",1,2,72,42,0,40.6,1834.0
"부산광역시 서구_2016",13,13,13,11,23,20,27,26,103,5,74,1117,3819,0.2101495562039234,"B",4,3,61,34,1,44.7,5051.0
"부산광역시 동구_2016",12,12,12,12,21,19,26,25,42,28,104,917,2570,0.1394173520892837,"A",3,6,74,41,1,34.9,3137.0
"부산광역시 영도구_2016",12,12,10,12,19,19,24,25,80,1,84,1057,4163,0.147175970397221,"A",2,1,76,29,0,13.4,1687.0
"부산광역시 부산진구_2016",13,14,13,10,23,21,27,24,372,176,62,5554,15696,0.7964332318354436,"C",4,16,403,165,1,17.8,6711.0
"부산광역시 동래구_2016",13,15,15,14,24,23,28,32,468,51,49,4096,12144,1.060011797112272,"C",3,14,175,126,0,21.1,5743.0
"부산광역시 남구_2016",13,14,14,12,23,22,27,28,273,52,76,3151,12206,0.6956536100323061,"C",1,5,149,92,0,13.0,3621.0
"부산광역시 북구_2016",13,14,12,13,23,21,26,31,357,39,74,4507,13744,1.52726107961124,"D",2,8,156,89,0,15.3,4742.0
"부산광역시 해운대구_2016",13,15,14,14,22,23,28,34,602,35,63,5482,20869,1.314397774093114,"C",2,11,293,161,1,15.3,6432.0
"부산광역시 사하구_2016",12,14,13,13,21,21,27,29,404,36,53,4510,14661,1.04717386566937,"C",0,21,173,103,1,22.8,7631.0
"부산광역시 금정구_2016",12,14,14,11,23,21,27,27,348,47,50,2912,9782,0.7992584852791992,"C",1,9,139,87,2,23.3,5710.0
"부산광역시 강서구_2016",15,13,10,10,23,21,23,25,154,4,57,2334,5619,2.459017812679749,"D",0,2,27,27,0,3.5,384.0
"부산광역시 연제구_2016",13,15,13,10,23,23,26,25,247,36,57,1787,9425,0.8579023418212581,"C",1,10,146,88,2,25.4,5258.0
"부산광역시 수영구_2016",12,15,12,14,24,21,25,31,252,23,39,2078,6331,0.778908358403999,"C",2,9,108,69,0,24.6,4411.0
"부산광역시 사상구_2016",11,13,11,11,22,20,25,26,158,23,85,3496,8767,1.057999297711799,"C",2,8,105,61,0,28.6,6648.0
"부산광역시 기장군_2016",14,16,15,14,21,24,28,33,183,9,91,3460,9963,1.553016366651199,"D",1,4,73,40,1,13.4,2129.0
"서울특별시 종로구_2016",12,11,10,13,20,21,24,31,100,178,79,1330,5686,0.8868912477685253,"C",4,2,175,164,1,21.6,3295.0
"서울특별시 중구_2016",12,13,9,13,16,22,19,31,65,62,121,1176,5474,0.8945272653332406,"C",3,3,217,212,1,13.2,1649.0
"서울특별시 용산구_2016",12,12,11,14,22,21,23,30,131,34,88,1779,7923,1.023279703700763,"C",1,2,123,106,0,4.4,1005.0
"서울특별시 성동구_2016",13,13,11,13,22,21,24,27,245,34,79,2584,12352,1.675892621173995,"D",1,5,181,120,0,5.9,1764.0
"서울특별시 광진구_2016",12,14,13,15,23,23,27,32,375,54,66,3174,15327,2.377031790962906,"D",2,3,260,154,0,6.6,2360.0
"서울특별시 동대문구_2016",12,14,12,10,20,23,25,24,301,54,65,3388,14212,1.031871915362636,"C",5,13,239,156,1,18.0,6376.0
"서울특별시 중랑구_2016",12,14,13,12,20,22,26,27,287,19,88,3366,15779,1.327927622821665,"C",2,14,224,143,0,8.1,3314.0
"서울특별시 성북구_2016",12,15,13,12,21,24,28,30,421,32,72,5243,22467,1.20554247123924,"C",1,5,248,151,0,7.0,3141.0
"서울특별시 강북구_2016",12,14,13,11,20,23,27,26,209,24,86,2105,11225,0.7830345386134135,"C",1,8,217,119,0,6.1,1989.0
"서울특별시 도봉구_2016",12,15,13,11,19,22,26,25,362,12,76,3027,16760,1.116226904526558,"C",1,5,158,102,2,8.7,3022.0
"서울특별시 노원구_2016",13,15,14,13,20,23,27,29,749,45,65,7255,29482,1.661316177204684,"D",3,7,340,193,2,6.9,3924.0
"서울특별시 은평구_2016",13,15,13,12,19,23,26,27,433,36,75,4586,23037,1.181498995391734,"C",1,11,293,169,2,7.4,3613.0
"서울특별시 서대문구_2016",12,15,12,12,21,22,25,27,285,66,63,2748,13331,1.22712536152708,"C",3,5,203,122,1,12.6,3950.0
"서울특별시 마포구_2016",13,13,13,12,21,23,26,27,442,161,52,3085,16361,1.911608907484599,"D",0,1,343,197,1,1.9,715.0
"서울특별시 양천구_2016",12,16,14,14,20,24,28,32,1005,34,44,5177,24825,2.352528666481712,"D",2,5,274,177,3,5.9,2823.0
"서울특별시 강서구_2016",12,15,12,11,19,23,25,25,670,38,56,5858,27048,2.115547147873236,"D",3,15,343,198,4,6.0,3547.0
"서울특별시 구로구_2016",13,14,12,14,21,23,25,31,355,56,90,3482,19143,1.451618947250867,"D",2,8,264,170,1,8.9,3721.0
"서울특별시 금천구_2016",13,12,11,11,18,21,23,27,172,38,80,1666,9189,1.300983286734551,"C",1,6,145,104,1,8.6,2031.0
"서울특별시 영등포구_2016",12,12,13,12,22,21,25,27,316,155,85,4017,14449,1.329380278962376,"D",7,10,309,230,2,15.6,5782.0
"서울특별시 동작구_2016",12,15,13,12,20,24,26,28,363,103,71,3684,16887,1.533921934998953,"D",2,5,250,167,1,7.3,2918.0
"서울특별시 관악구_2016",13,13,12,11,20,22,26,25,369,87,71,4385,16883,1.72617468014196,"D",2,8,299,203,0,4.8,2446.0
"서울특별시 서초구_2016",14,17,13,13,23,26,28,31,825,262,46,3044,22595,2.569250193969713,"D",1,10,590,320,5,7.3,3274.0
"서울특별시 강남구_2016",12,15,12,14,22,25,26,32,1589,489,26,4318,24190,2.932794259372041,"D",4,33,1508,598,8,13.3,7564.0
"서울특별시 송파구_2016",12,14,14,13,22,23,27,28,1034,75,52,6073,31048,2.722422630701514,"D",2,14,474,308,2,9.6,6342.0
"서울특별시 강동구_2016",15,14,12,11,22,23,26,24,683,40,45,4476,20448,1.695499125201958,"D",3,15,343,212,4,13.2,5855.0
"울산광역시 중구_2016",15,15,13,12,22,22,28,30,412,36,54,3491,11987,2.011705775479266,"D",1,11,105,66,0,10.5,2552.0
"울산광역시 남구_2016",14,15,13,14,22,22,28,32,1003,98,37,4712,16858,3.731800245547054,"D",3,20,263,169,3,17.1,5828.0
"울산광역시 동구_2016",16,15,12,12,23,22,25,28,267,11,59,2963,9839,3.460750568819501,"D",1,1,87,49,0,12.4,2161.0
